Project Name,Vendor Name,Vendor Type,Pre-Invoice Tracking Implementation,Check Source,CPA Revolver Invoice Status,City Invoice Status,CDBG Invoice Status,End of Work Period,Date of Invoice,Date Received by Department,Date Approved by Project Manager,Date Receiver Created in AFIN,Date Sent to Finance,Date Received by Finance,Date City Check Cut,Date City Check Released,Record ID#,Invoice Amount
Holiday Dr (MacArthur - Behrman),Rahman & Associates,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-30-2012,12-04-2012,12-17-2012,12-17-2012,01-18-2013,01-18-2013,01-18-2013,01-25-2013,01-29-2013,10194,"$44,772"
Holiday Dr (MacArthur - Behrman),Rahman & Associates,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-31-2012,12-04-2012,12-17-2012,12-17-2012,01-18-2013,01-18-2013,01-18-2013,01-25-2013,01-29-2013,10195,"$26,652"
Holiday Dr (MacArthur - Behrman),Rahman & Associates,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-30-2012,12-04-2012,12-17-2012,12-17-2012,01-18-2013,01-21-2013,01-21-2013,01-25-2013,01-29-2013,10196,"$15,480"
Jackson Ave (Claiborne Ave - Galvez St),Richard C. Lambert,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-30-2012,12-12-2012,12-17-2012,12-18-2012,12-27-2012,12-28-2012,12-28-2012,01-08-2013,01-08-2013,10211,"$3,802.92"
St. Bernard Ave. (Filmore Ave. to Robert E. Lee Blvd.),Digital Engineering and Imaging,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-29-2012,12-11-2012,12-11-2012,10-24-2012,12-11-2012,12-11-2012,12-11-2012,12-13-2012,12-17-2012,9326,"$20,140"
Recovery Program - Lakewood - SWB,Phoenix Global Engineering,Architect/Engineer,no,S&WB,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-30-2012,12-04-2012,12-11-2012,12-20-2012,01-10-2013,01-11-2013,01-11-2013,01-23-2013,01-23-2013,10164,"$73,261.34"
Lakefront/Holy Cross Traffic Signals,Diamond Electric,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-14-2012,12-10-2012,12-10-2012,09-27-2012,01-09-2013,01-11-2013,01-11-2013,01-17-2013,01-17-2013,9153,"$343,452.71"
Recovery Program - Milneburg - SWB,Hatch Mott MacDonald LLC,Architect/Engineer,no,S&WB,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-30-2012,12-06-2012,12-07-2012,12-11-2012,01-02-2013,01-02-2013,01-02-2013,01-15-2013,01-15-2013,10135,"$124,941.93"
Algiers (Traffic Signal),"AECOM USA, Inc.",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-23-2012,11-28-2012,12-06-2012,12-06-2012,12-21-2012,12-21-2012,12-07-2012,12-27-2012,12-27-2012,10128,"$34,199.35"
Hurricane Isaac: DPW Emergency Protective Measures & Repairs,Hard Rock Construction,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-31-2012,11-29-2012,12-06-2012,12-04-2012,03-04-2013,03-04-2013,03-04-2013,03-07-2013,03-07-2013,10129,"$39,687.7"
Audubon Blvd. (Willow St - S. Claiborne Ave),Thigpen Construction,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-30-2012,10-01-2012,12-05-2012,12-05-2012,12-11-2012,12-11-2012,12-11-2012,12-12-2012,12-12-2012,9333,$419.33
Hurricane Isaac: Force Account Labor/Equipment,Catholic Charities Archdiocese of New Orleans/ Deaf Action Ctr,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-31-2012,08-31-2012,12-04-2012,10-12-2012,02-26-2013,02-26-2013,02-26-2013,02-28-2013,02-28-2013,10153,$472.5
Hurricane Isaac: Force Account Labor/Equipment,Catholic Charities Archdiocese of New Orleans/ Deaf Action Ctr,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-01-2012,09-30-2012,12-04-2012,10-12-2012,03-04-2013,03-04-2013,03-04-2013,03-07-2013,03-07-2013,10154,$180
Hurricane Isaac: Force Account Labor/Equipment,"O'keefe Electric Service, Inc.",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-12-2012,09-12-2012,12-03-2012,12-19-2012,03-05-2013,03-05-2013,03-05-2013,03-11-2013,03-11-2013,10287,$691.25
Hurricane Isaac: Force Account Labor/Equipment,Pontchartrain Materials Corp LLC,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-31-2012,08-31-2012,11-30-2012,09-01-2012,01-04-2013,01-04-2013,01-04-2013,01-10-2013,01-10-2013,10093,$589.06
"LeBoeuf (Patterson - Opelousas), Sumner (Newton - Opelousas), Slidell (Whitney - Sumner)",Barriere Construction,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-28-2012,10-15-2012,11-28-2012,11-28-2012,01-24-2013,01-24-2013,01-24-2013,01-30-2013,01-31-2013,10060,"$210,215.18"
Lakefront/Holy Cross Traffic Signals,"AECOM USA, Inc.",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-05-2012,11-13-2012,11-26-2012,11-27-2012,12-20-2012,12-20-2012,12-20-2012,12-27-2012,12-27-2012,10014,"$1,718.39"
Lake Forest Blvd. Widening (Eastover Dr - I-510),Eustis Engineering,Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-02-2012,11-09-2012,11-16-2012,11-16-2012,12-07-2012,12-07-2012,12-07-2012,12-11-2012,12-11-2012,9966,"$3,664"
Hurricane Isaac: Force Account Labor/Equipment,Arkel Besh,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-03-2012,09-03-2012,11-14-2012,09-01-2012,01-07-2013,01-07-2013,01-07-2013,01-10-2013,01-10-2013,9920,"$35,415"
Hurricane Isaac: Force Account Labor/Equipment,Grainger,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-01-2012,09-12-2012,11-14-2012,09-01-2012,01-17-2013,01-17-2013,01-17-2013,01-24-2013,01-24-2013,9922,"$123,611.95"
Hurricane Isaac: DPW Emergency Protective Measures & Repairs,Hard Rock Construction,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-12-2012,10-19-2012,11-14-2012,08-30-2012,12-19-2012,12-19-2012,12-19-2012,12-27-2012,12-27-2012,9929,"$14,538.9"
Hurricane Isaac: Force Account Labor/Equipment,Global Data Systems,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-02-2012,10-02-2012,11-14-2012,01-10-2013,02-21-2013,02-22-2013,02-22-2013,02-27-2013,02-27-2013,10381,"$2,520"
Hurricane Isaac: Force Account Labor/Equipment,3south,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-07-2012,09-07-2012,11-13-2012,08-31-2012,12-18-2012,12-18-2012,12-18-2012,01-08-2013,01-08-2013,9907,$497.66
Recovery Program - Lakeshore,C&S Consultants,Architect/Engineer,no,S&WB,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-31-2012,11-09-2012,11-13-2012,11-19-2012,12-03-2012,12-03-2012,12-03-2012,12-17-2012,12-17-2012,9913,"$213,581.76"
Hurricane Isaac: Force Account Labor/Equipment,3south,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-01-2012,11-01-2012,11-13-2012,08-31-2012,11-28-2012,11-28-2012,11-28-2012,11-28-2012,11-28-2012,9914,"$1,808.53"
Hurricane Isaac: Force Account Labor/Equipment,Arkel Besh,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-01-2012,09-03-2012,11-13-2012,09-01-2012,01-07-2013,01-07-2013,01-07-2013,01-10-2013,01-10-2013,9918,"$36,993"
Hurricane Isaac: Force Account Labor/Equipment,Arkel Besh,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-02-2012,09-03-2012,11-13-2012,09-01-2012,01-07-2013,01-07-2013,01-07-2013,01-10-2013,01-10-2013,9919,"$35,415"
Hurricane Isaac: Force Account Labor/Equipment,Grainger,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-01-2012,09-12-2012,11-13-2012,09-01-2012,01-17-2013,01-17-2013,01-17-2013,01-24-2013,01-24-2013,9921,"$71,439.5"
Hurricane Isaac: Force Account Labor/Equipment,Grainger,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-01-2012,09-12-2012,11-13-2012,09-01-2012,01-16-2013,01-16-2013,01-16-2013,01-24-2013,01-24-2013,9923,"$111,639.84"
Hurricane Isaac: Force Account Labor/Equipment,Grainger,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-01-2012,09-13-2012,11-13-2012,09-01-2012,01-16-2013,01-16-2013,01-16-2013,01-24-2013,01-24-2013,9924,"$35,580"
Hurricane Isaac: DPW Emergency Protective Measures & Repairs,Vulcan Signs,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-14-2012,09-14-2012,11-13-2012,09-02-2012,01-02-2013,01-29-2013,01-29-2013,01-30-2013,01-30-2013,9925,"$3,272"
Hurricane Isaac: Force Account Labor/Equipment,3south,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-04-2012,09-04-2012,11-13-2012,09-02-2012,11-28-2012,11-28-2012,11-28-2012,11-28-2012,11-28-2012,9927,"$86,432.5"
Hurricane Isaac: Force Account Labor/Equipment,Hewlett Packard Company,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-27-2012,10-03-2012,11-13-2012,09-05-2012,01-11-2013,01-29-2013,01-29-2013,01-30-2013,01-30-2013,9930,$149
Hurricane Isaac: Force Account Labor/Equipment,"Kentwood Springs a Brand of DS Waters of America, Inc",Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-21-2012,09-06-2012,11-13-2012,10-17-2012,12-19-2012,12-19-2012,12-19-2012,01-08-2013,01-08-2013,9931,$151.3
Hurricane Isaac: Force Account Labor/Equipment,Ives Business Forms,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-17-2012,09-17-2012,11-13-2012,09-07-2012,12-10-2012,12-10-2012,12-10-2012,01-10-2013,01-10-2013,9932,$95.96
Hurricane Isaac: Force Account Labor/Equipment,"Contract Furniture Group, LLC",Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-06-2012,09-06-2012,11-13-2012,09-04-2012,12-05-2012,12-05-2012,12-05-2012,12-07-2012,12-07-2012,9933,$725
Hurricane Isaac: Force Account Labor/Equipment,NAPA Auto Parts,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-31-2012,08-31-2012,11-13-2012,08-31-2012,12-10-2012,12-04-2012,12-04-2012,12-11-2012,12-11-2012,9938,"$1,951.32"
Hurricane Isaac Drain and Catch Basin Clean-out,Magnum Construction Group,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-14-2012,09-14-2012,11-13-2012,09-30-2012,12-03-2012,12-05-2012,12-05-2012,12-07-2012,12-07-2012,9939,"$35,617.76"
Hurricane Isaac Drain and Catch Basin Clean-out,Magnum Construction Group,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-30-2012,10-01-2012,11-13-2012,09-30-2012,12-03-2012,12-03-2012,12-03-2012,12-06-2012,12-06-2012,9940,"$357,781.11"
Hurricane Isaac Drain and Catch Basin Clean-out,Magnum Construction Group,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-31-2012,10-31-2012,11-13-2012,08-30-2012,12-03-2012,12-03-2012,12-03-2012,12-06-2012,12-06-2012,9941,"$2,319,739.66"
Hurricane Isaac Drain and Catch Basin Clean-out,Magnum Construction Group,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-31-2012,10-31-2012,11-13-2012,08-30-2012,12-03-2012,12-03-2012,12-03-2012,12-07-2012,12-07-2012,9942,"$1,237,911.93"
Hurricane Isaac: Force Account Labor/Equipment,The HON Company,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-03-2012,10-03-2012,11-13-2012,09-04-2012,02-26-2013,02-26-2013,02-26-2013,02-28-2013,02-28-2013,9943,$433.5
Hurricane Isaac: Force Account Labor/Equipment,Star Lock and Key,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-07-2012,08-07-2012,11-13-2012,09-13-2012,02-13-2013,02-14-2013,02-14-2013,02-21-2013,02-21-2013,9944,$260
Hurricane Isaac: Force Account Labor/Equipment,Star Lock and Key,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-12-2012,09-12-2012,11-13-2012,09-13-2012,02-13-2013,02-14-2013,02-14-2013,02-21-2013,02-21-2013,9945,$315
Hurricane Isaac: Force Account Labor/Equipment,Star Lock and Key,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-04-2012,09-04-2012,11-13-2012,09-13-2012,02-14-2013,02-15-2013,02-15-2013,02-21-2013,02-21-2013,9946,$125
Hurricane Isaac: Force Account Labor/Equipment,All-American Grease Services Company,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-01-2012,09-01-2012,11-13-2012,09-14-2012,01-04-2013,01-04-2013,01-04-2013,01-10-2013,01-10-2013,9948,$190
Hurricane Isaac: Force Account Labor/Equipment,Netelligent,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-11-2012,09-11-2012,11-13-2012,08-30-2012,01-07-2013,02-18-2013,02-18-2013,02-21-2013,02-21-2013,9949,$0
Hurricane Isaac: DPW Emergency Protective Measures & Repairs,"Elgin Sweeping Services, Inc",Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-24-2012,09-24-2012,11-13-2012,11-02-2012,03-05-2013,03-05-2013,03-05-2013,03-08-2013,03-08-2013,9951,"$20,448"
Hurricane Isaac: Force Account Labor/Equipment,Bound Tree Medical ,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-04-2012,11-09-2012,11-13-2012,09-03-2012,01-11-2013,01-11-2013,01-11-2013,01-17-2013,01-17-2013,9952,"$129,109.02"
Hurricane Isaac: Force Account Labor/Equipment,City Blueprint and Supply Co.,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-12-2012,09-12-2012,11-13-2012,09-13-2012,01-04-2013,01-04-2013,01-04-2013,01-10-2013,01-10-2013,9953,$990.33
Hurricane Isaac: Force Account Labor/Equipment,City Blueprint and Supply Co.,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-12-2012,09-12-2012,11-13-2012,09-13-2012,01-04-2013,01-04-2013,01-04-2013,01-10-2013,01-10-2013,9954,$846.95
Hurricane Isaac: Force Account Labor/Equipment,City Blueprint and Supply Co.,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-12-2012,09-12-2012,11-13-2012,09-13-2012,01-04-2013,01-04-2013,01-04-2013,01-10-2013,01-10-2013,9955,$846.95
Hurricane Isaac: Force Account Labor/Equipment,Periscope Holdings Inc.,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-31-2012,08-31-2012,11-13-2012,09-17-2012,01-04-2013,01-04-2013,01-04-2013,01-10-2013,01-10-2013,9956,"$4,200"
Hurricane Isaac: Force Account Labor/Equipment,"Adapco, Inc.",Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-28-2012,09-28-2012,11-13-2012,09-26-2012,12-11-2012,12-11-2012,12-11-2012,12-19-2012,12-19-2012,9957,"$25,033.5"
Hurricane Isaac: Force Account Labor/Equipment,"Adapco, Inc.",Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-28-2012,09-28-2012,11-13-2012,09-26-2012,12-11-2012,12-11-2012,12-11-2012,12-19-2012,12-19-2012,9958,"$2,218.2"
Hurricane Isaac: Force Account Labor/Equipment,"Adapco, Inc.",Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-28-2012,09-28-2012,11-13-2012,09-13-2012,12-11-2012,12-11-2012,12-11-2012,12-19-2012,12-19-2012,9959,"$10,171.2"
Hurricane Isaac: DPW Emergency Protective Measures & Repairs,Signal Equipment Co - South (SignalSeco),Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-04-2012,09-04-2012,11-13-2012,09-01-2012,12-18-2012,12-18-2012,12-18-2012,12-19-2012,12-19-2012,9960,"$1,155.5"
Hurricane Isaac: DPW Emergency Protective Measures & Repairs,Custom Products Corp,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-04-2012,09-04-2012,11-13-2012,09-02-2012,03-05-2013,03-05-2013,03-05-2013,03-08-2013,03-08-2013,9961,"$4,728"
Hurricane Isaac: Force Account Labor/Equipment,"Tri-State Refrigeration, Inc.",Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-11-2012,09-11-2012,11-13-2012,09-13-2012,02-26-2013,02-26-2013,02-26-2013,02-28-2013,02-28-2013,9962,"$5,605.59"
Hurricane Isaac: Force Account Labor/Equipment,Edward Foster,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-01-2012,12-06-2012,11-13-2012,10-15-2012,01-16-2013,01-16-2013,01-16-2013,01-17-2013,01-17-2013,10148,$348
St. Bernard Ave. (Filmore Ave. to Robert E. Lee Blvd.),Digital Engineering and Imaging,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-03-2012,11-07-2012,11-12-2012,01-09-2013,01-11-2013,01-11-2013,01-11-2013,01-17-2013,01-17-2013,9890,"$10,070"
Algiers (Traffic Signal),"AECOM USA, Inc.",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-26-2012,11-01-2012,11-12-2012,11-14-2012,12-14-2012,12-17-2012,12-17-2012,12-27-2012,12-27-2012,9893,"$19,068.03"
Algiers (Traffic Signal),Diamond Electric,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-29-2012,11-10-2012,11-12-2012,11-14-2012,12-03-2012,12-03-2012,12-03-2012,12-06-2012,12-06-2012,9947,"$428,568.5"
"Gordon (Chartres - St. Claude), Flood (Peters - St. Claude)","Burk-Kleinpeter, Inc",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-30-2012,11-09-2012,11-09-2012,11-09-2012,11-12-2012,11-12-2012,11-12-2012,11-14-2012,11-14-2012,9859,"$44,250"
"Gordon (Chartres - St. Claude), Flood (Peters - St. Claude)","Burk-Kleinpeter, Inc",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-31-2012,11-09-2012,11-09-2012,11-09-2012,11-09-2012,11-12-2012,11-12-2012,11-14-2012,11-14-2012,9878,"$5,915"
Pedestrian Crossing/Local Road Safety Program (Phase I & II),Digital Engineering and Imaging,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-28-2012,07-30-2012,11-06-2012,11-06-2012,01-16-2013,01-17-2013,01-17-2013,01-25-2013,01-25-2013,9866,"$4,962.8"
S. Jeff. Davis (M. L. King Jr. - Howard),"The Three C's Properties, Inc.",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-11-2012,11-01-2012,11-05-2012,11-05-2012,01-30-2013,01-30-2013,01-30-2013,02-07-2013,02-13-2013,9820,"$87,672.43"
Michoud Blvd (Chef Menteur Blvd - Dwyer Rd),Evans-Graves Engineering   Inc,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-29-2012,10-23-2012,10-30-2012,10-30-2012,01-28-2013,01-29-2013,01-29-2013,01-30-2013,01-31-2013,9830,"$34,830"
S. Jeff. Davis (M. L. King Jr. - Howard),"Buchart-Horn, Inc",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-22-2012,10-01-2012,10-18-2012,10-18-2012,10-29-2012,10-29-2012,10-29-2012,11-02-2012,11-02-2012,9319,"$15,627.3"
Lakefront/Holy Cross Traffic Signals,"AECOM USA, Inc.",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-30-2012,10-03-2012,10-18-2012,10-22-2012,10-31-2012,10-31-2012,10-31-2012,11-01-2012,01-04-2013,9331,"$24,895.46"
Algiers (Traffic Signal),"AECOM USA, Inc.",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-28-2012,10-04-2012,10-18-2012,10-22-2012,10-31-2012,10-31-2012,10-31-2012,11-01-2012,01-04-2013,9332,"$24,542.71"
