Project Name,Vendor Name,Vendor Type,Pre-Invoice Tracking Implementation,Check Source,CPA Revolver Invoice Status,City Invoice Status,CDBG Invoice Status,End of Work Period,Date of Invoice,Date Received by Department,Date Approved by Project Manager,Date Receiver Created in AFIN,Date Sent to Finance,Date Received by Finance,Date City Check Cut,Date City Check Released,Record ID#,Invoice Amount
Criminal District Courts Phase II - Interior Renovations & Furnishings,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-30-2013,08-30-2013,09-04-2013,09-13-2013,09-16-2013,09-16-2013,09-16-2013,10-04-2013,10-04-2013,12302,"$8,778.17"
Village de L'Est Playground Phase I - Site Prep & Demolition,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-28-2013,08-28-2013,09-04-2013,09-04-2013,09-05-2013,09-05-2013,09-05-2013,09-06-2013,09-06-2013,12301,"$50,892.71"
Easton Playground Concessions & Restroom Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-31-2013,08-31-2013,09-04-2013,09-05-2013,09-06-2013,09-06-2013,09-06-2013,09-09-2013,09-09-2013,12300,"$129,677.32"
Clerk of Criminal District Court JOCs,Gordian Group,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,06-28-2013,06-28-2013,09-05-2013,09-05-2013,09-09-2013,09-09-2013,09-09-2013,11-01-2013,11-01-2013,12385,"$7,218.49"
Hurricane Isaac: Debris Removal,Irvin Trucking & Demoltion ,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,06-25-2013,06-25-2013,09-05-2013,09-05-2013,10-25-2013,10-28-2013,10-28-2013,11-01-2013,11-01-2013,12358,"$1,438.72"
Clerk of Criminal District Court JOCs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-25-2013,07-25-2013,09-05-2013,09-05-2013,09-09-2013,09-09-2013,09-09-2013,10-17-2013,10-17-2013,12328,"$42,484.21"
Latter Library Renovations,"Crescent Commercial Construction, LLC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-31-2013,09-04-2013,09-05-2013,09-05-2013,09-06-2013,09-06-2013,09-06-2013,09-09-2013,09-09-2013,12327,"$348,471.45"
Hurricane Isaac: Debris Monitoring,SAIC,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,05-31-2013,07-03-2013,09-06-2013,08-29-2013,09-20-2013,09-20-2013,09-20-2013,09-24-2013,09-24-2013,12359,"$1,670"
Stallings St. Claude Community Center,"Materials Management Group, Inc.",Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-13-2013,09-05-2013,09-06-2013,09-06-2013,09-09-2013,09-09-2013,09-09-2013,09-13-2013,09-13-2013,12354,"$5,631.64"
"Joseph Bartholomew Maintenance Warehouse, Pump House, & Fencing","Materials Management Group, Inc.",Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-26-2013,08-21-2013,09-06-2013,09-06-2013,09-09-2013,09-09-2013,09-09-2013,09-13-2013,09-13-2013,12352,"$5,399.35"
Cemeteries Phase I A - Site Improvements,"Materials Management Group, Inc.",Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-16-2013,09-02-2013,09-06-2013,09-06-2013,09-09-2013,09-09-2013,09-09-2013,09-13-2013,09-13-2013,12351,"$4,759.96"
Oscar Medrano Clinic,"Crescent Commercial Construction, LLC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-23-2013,08-23-2013,09-09-2013,09-13-2013,09-13-2013,09-16-2013,09-16-2013,09-17-2013,09-17-2013,12387,"$47,793.87"
Louis Armstrong Park (Phase 2),John Williams Architects,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-31-2013,09-09-2013,09-09-2013,09-09-2013,09-09-2013,09-09-2013,09-09-2013,09-13-2013,09-13-2013,12384,"$6,417.88"
DPW Multi-Purpose Site,"Materials Management Group, Inc.",Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-30-2013,09-05-2013,09-09-2013,09-10-2013,09-10-2013,09-11-2013,09-11-2013,09-13-2013,09-13-2013,12383,"$41,985.46"
Sanitation Department Services,"Materials Management Group, Inc.",Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-05-2013,09-05-2013,09-10-2013,09-06-2013,10-14-2013,10-15-2013,10-15-2013,10-17-2013,10-17-2013,12677,"$13,598.15"
Harrell Playground Synthetic Turf Preparation,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-10-2013,09-10-2013,09-11-2013,09-12-2013,09-12-2013,09-13-2013,09-13-2013,09-17-2013,09-17-2013,12412,"$22,868.76"
NOPD Third District Police Station,"Volume Zero, LLC",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-12-2013,09-12-2013,09-12-2013,10-17-2013,10-18-2013,10-21-2013,10-21-2013,10-23-2013,10-23-2013,12420,"$1,216.98"
EMD Maintenance Facility,"Linfield, Hunter & Junius",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-31-2013,08-09-2013,09-12-2013,09-16-2013,09-16-2013,09-16-2013,09-17-2013,09-17-2013,09-17-2013,12419,"$11,272.12"
"Joseph Bartholomew Club House, Cart Storage, & Community Classroom",Icon Construction Group LLC,General Contractor,no,CDBG/City,06 Finance to Send to State,8 Paid,10 Paid,08-31-2013,08-31-2013,09-13-2013,09-17-2013,09-20-2013,09-20-2013,09-20-2013,09-24-2013,09-24-2013,12433,"$254,733"
"Joseph Bartholomew Club House, Cart Storage, & Community Classroom",Southern Earth Sciences,Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-31-2013,08-31-2013,09-13-2013,09-26-2013,10-01-2013,10-01-2013,10-01-2013,10-03-2013,10-03-2013,12432,"$1,896.25"
Clerk of Criminal District Court JOCs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-05-2013,09-05-2013,09-13-2013,09-13-2013,09-16-2013,09-16-2013,09-16-2013,10-04-2013,10-04-2013,12428,"$144,369.86"
Clerk of Criminal District Court JOCs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-20-2013,08-20-2013,09-13-2013,09-13-2013,09-13-2013,09-16-2013,09-16-2013,10-04-2013,10-04-2013,12427,"$10,305.64"
Clerk of Criminal District Court JOCs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-20-2013,08-20-2013,09-13-2013,09-13-2013,09-13-2013,09-16-2013,09-16-2013,10-04-2013,10-04-2013,12426,"$68,991.83"
Criminal District Courts Phase I - Roof Repairs,Roofing Solutions,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-29-2013,07-30-2013,09-13-2013,09-13-2013,09-13-2013,09-13-2013,09-13-2013,10-04-2013,10-04-2013,12059,"$171,864.5"
NOFD Engine 31 Alba Rd.,Devier Design Build,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-30-2013,09-11-2013,09-16-2013,09-19-2013,09-19-2013,09-19-2013,09-19-2013,09-27-2013,09-27-2013,12438,"$133,796.53"
Florida Avenue Transfer Station,"Burk-Kleinpeter, Inc",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-31-2013,08-31-2013,09-17-2013,09-18-2013,09-18-2013,09-18-2013,09-19-2013,09-26-2013,09-26-2013,12473,"$2,196.25"
New Orleans Juvenile Justice Center (Youth Study Center),The McDonnel Group,General Contractor,no,CDBG/City,06 Finance to Send to State,8 Paid,10 Paid,08-30-2013,08-30-2013,09-17-2013,09-23-2013,09-25-2013,09-26-2013,09-26-2013,09-26-2013,09-26-2013,12471,"$17,968.07"
Hurricane Isaac: Debris Monitoring,SAIC,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,01-04-2013,02-01-2013,09-19-2013,09-18-2013,11-08-2013,11-11-2013,11-11-2013,11-13-2013,11-13-2013,12506,"$103,030"
Hurricane Isaac: Debris Monitoring,SAIC,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,01-04-2013,02-01-2013,09-19-2013,09-18-2013,11-08-2013,11-11-2013,11-11-2013,11-13-2013,11-13-2013,12505,"$1,874.5"
EMD Maintenance Facility,"SEMS, Inc",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-31-2013,08-31-2013,09-19-2013,09-20-2013,09-20-2013,09-20-2013,09-23-2013,09-25-2013,09-25-2013,12504,"$13,956.6"
Hurricane Isaac: Debris Monitoring,SAIC,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-05-2013,07-15-2013,09-19-2013,08-29-2013,09-20-2013,09-20-2013,09-20-2013,09-24-2013,09-24-2013,12501,"$1,587"
Village de L'Est Playground Phase I - Site Prep & Demolition,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-16-2013,09-16-2013,09-19-2013,09-20-2013,09-23-2013,09-23-2013,09-24-2013,09-24-2013,09-24-2013,12499,"$15,120.27"
St. Bernard Center Locker Room Renovations,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-12-2013,09-12-2013,09-19-2013,09-20-2013,09-23-2013,09-23-2013,09-24-2013,09-24-2013,09-24-2013,12498,"$24,533.12"
Hurricane Isaac NOMA Warehouse,"Materials Management Group, Inc.",Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-16-2013,09-19-2013,09-20-2013,09-23-2013,09-23-2013,09-23-2013,09-24-2013,09-24-2013,09-24-2013,12520,"$2,878.42"
Sanitation Department Services,"Materials Management Group, Inc.",Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-10-2013,09-10-2013,09-23-2013,09-23-2013,10-14-2013,10-15-2013,10-15-2013,10-17-2013,10-17-2013,12676,"$23,112.04"
"Allie Mae Williams Multi-Service Center Phase I (Bldg B, D, E)","Crescent Commercial Construction, LLC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-05-2013,09-06-2013,09-23-2013,09-25-2013,09-27-2013,09-27-2013,09-27-2013,10-01-2013,10-01-2013,12533,"$4,136"
NORD Maintenance 2013,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-17-2013,09-17-2013,09-23-2013,09-24-2013,09-24-2013,09-24-2013,09-25-2013,09-17-2013,09-17-2013,12531,"$7,590.29"
Stallings St. Claude Community Center,Construction Masters,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-31-2013,08-31-2013,09-24-2013,09-24-2013,09-25-2013,09-25-2013,09-25-2013,09-30-2013,09-30-2013,12691,"$10,400.95"
Stallings St. Claude Community Center,Construction Masters,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-31-2013,08-31-2013,09-24-2013,09-24-2013,09-25-2013,09-25-2013,09-25-2013,09-30-2013,09-30-2013,12545,"$243,673.16"
NOPD Fifth District Police Station,Beta Testing & Inspection,Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-06-2013,09-19-2013,09-24-2013,09-30-2013,10-01-2013,10-02-2013,10-02-2013,10-03-2013,10-03-2013,12544,$332.75
Wisner Playground Dog Park,Robert Wolfe Construction,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-20-2013,08-20-2013,09-25-2013,09-25-2013,09-27-2013,09-27-2013,09-28-2013,10-01-2013,10-01-2013,12413,"$71,145"
NOPD Fifth District Police Station,Imre Hegedus and Associated Architects,Architect/Engineer,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-24-2013,09-24-2013,09-26-2013,09-30-2013,10-02-2013,10-03-2013,10-03-2013,10-04-2013,10-04-2013,12553,"$80,081"
EMD Maintenance Facility,"Materials Management Group, Inc.",Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-24-2013,09-24-2013,09-26-2013,09-27-2013,09-27-2013,09-27-2013,09-28-2013,10-01-2013,10-01-2013,12552,"$37,279.78"
"Joseph Bartholomew Club House, Cart Storage, & Community Classroom","Perez, APC",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-17-2013,09-18-2013,09-27-2013,09-30-2013,10-02-2013,10-03-2013,10-03-2013,10-03-2013,10-03-2013,12563,"$13,752.88"
"Joseph Bartholomew Maintenance Warehouse, Pump House, & Fencing","Perez, APC",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-19-2013,09-19-2013,09-27-2013,09-30-2013,10-01-2013,10-01-2013,10-01-2013,10-03-2013,10-03-2013,12562,"$6,229.05"
Main Public Library Sewer & Roof Repairs,"Crown Roofing Services, Inc.",,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-30-2013,09-25-2013,09-27-2013,10-16-2013,10-17-2013,10-18-2013,10-18-2013,10-23-2013,10-23-2013,12561,"$72,257.67"
"Joseph Bartholomew Maintenance Warehouse, Pump House, & Fencing","Kippers Communications, Inc",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-25-2013,09-25-2013,09-30-2013,09-30-2013,10-07-2013,10-08-2013,10-08-2013,10-09-2013,10-09-2013,12564,$400
St. Roch Park,"Crescent Commercial Construction, LLC",General Contractor,no,Revolver/City/CDBG,10 Paid,8 Paid,10 Paid,08-31-2013,09-19-2013,10-01-2013,10-01-2013,10-23-2013,10-24-2013,10-24-2013,10-31-2013,10-31-2013,12578,"$107,370.62"
New Orleans Juvenile Justice Center (Youth Study Center),"Mathes Brierre Architects, APC",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-27-2013,10-02-2013,10-03-2013,10-03-2013,10-10-2013,10-10-2013,10-10-2013,11-01-2013,11-01-2013,12597,"$22,010.88"
New Orleans Juvenile Justice Center (Youth Study Center),"Mathes Brierre Architects, APC",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-27-2013,10-02-2013,10-03-2013,10-03-2013,10-10-2013,10-10-2013,10-10-2013,11-01-2013,11-01-2013,12596,"$311,444.41"
New Orleans Juvenile Justice Center (Youth Study Center),"Mathes Brierre Architects, APC",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-27-2013,10-02-2013,10-03-2013,10-03-2013,10-10-2013,10-10-2013,10-10-2013,11-01-2013,11-01-2013,12594,"$418,417.3"
Gallier Hall HVAC Repairs,Kevin J. Smith Construction,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-24-2013,09-24-2013,10-03-2013,10-03-2013,10-07-2013,10-08-2013,10-08-2013,10-09-2013,10-09-2013,12591,"$41,945.5"
Criminal District Courts Phase I - Roof Repairs,Roofing Solutions,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-30-2013,10-03-2013,10-04-2013,10-07-2013,10-10-2013,10-10-2013,10-10-2013,11-01-2013,11-01-2013,12601,"$73,115.25"
Wisner Playground Dog Park,"HMS Architects, APC",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-30-2013,09-30-2013,10-04-2013,10-04-2013,10-08-2013,10-08-2013,10-08-2013,10-09-2013,10-09-2013,12600,"$3,142.14"
Stallings St. Claude Community Center,"Lee Ledbetter & Associates, APC",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-04-2013,10-04-2013,10-04-2013,10-18-2013,10-21-2013,10-22-2013,10-22-2013,10-23-2013,10-23-2013,12599,"$10,998.92"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-14-2013,08-14-2013,10-07-2013,10-07-2013,10-16-2013,10-17-2013,10-17-2013,10-22-2013,10-22-2013,12880,"$5,297.85"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-05-2013,09-05-2013,10-07-2013,10-07-2013,10-16-2013,10-17-2013,10-17-2013,10-22-2013,10-22-2013,12879,"$4,124.79"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-14-2013,08-14-2013,10-07-2013,10-07-2013,10-16-2013,10-17-2013,10-17-2013,10-22-2013,10-22-2013,12878,"$3,896.23"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-14-2013,08-14-2013,10-07-2013,10-07-2013,10-16-2013,10-17-2013,10-17-2013,10-22-2013,10-22-2013,12877,"$3,643.54"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-05-2013,09-05-2013,10-07-2013,10-07-2013,10-16-2013,10-17-2013,10-17-2013,10-22-2013,10-22-2013,12875,"$2,454.19"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-14-2013,08-14-2013,10-07-2013,10-07-2013,10-16-2013,10-17-2013,10-17-2013,10-22-2013,10-22-2013,12874,"$2,341.51"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-14-2013,08-14-2013,10-07-2013,10-07-2013,10-16-2013,10-17-2013,10-17-2013,10-22-2013,10-22-2013,12873,"$2,340"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-14-2013,08-14-2013,10-07-2013,10-07-2013,10-16-2013,10-17-2013,10-17-2013,10-22-2013,10-22-2013,12872,"$2,116.43"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-22-2013,08-22-2013,10-07-2013,10-07-2013,10-16-2013,10-17-2013,10-17-2013,10-22-2013,10-22-2013,12871,"$1,887.01"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-05-2013,09-05-2013,10-07-2013,10-07-2013,10-16-2013,10-17-2013,10-17-2013,10-22-2013,10-22-2013,12865,"$1,835.99"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-14-2013,08-14-2013,10-07-2013,10-07-2013,10-16-2013,10-17-2013,10-17-2013,10-22-2013,10-22-2013,12864,"$1,641.29"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-14-2013,08-14-2013,10-07-2013,10-07-2013,10-16-2013,10-17-2013,10-17-2013,10-22-2013,10-22-2013,12863,"$1,636.95"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-14-2013,08-14-2013,10-07-2013,10-07-2013,10-16-2013,10-17-2013,10-17-2013,10-22-2013,10-22-2013,12862,"$5,631.87"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-14-2013,08-14-2013,10-07-2013,10-07-2013,10-16-2013,10-17-2013,10-17-2013,10-22-2013,10-22-2013,12861,"$7,306.99"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-14-2013,08-14-2013,10-07-2013,10-07-2013,10-16-2013,10-17-2013,10-17-2013,10-22-2013,10-22-2013,12860,"$9,221.89"
