Project Name,Vendor Name,Vendor Type,Pre-Invoice Tracking Implementation,Check Source,CPA Revolver Invoice Status,City Invoice Status,CDBG Invoice Status,Total Invoice Payment Status,End of Work Period,Date of Invoice,Date Received by Department,Date Approved by Project Manager,Date Receiver Created in AFIN,Date Sent to Finance,Date Received by Finance,Date Sent to State,Date Sent to Hancock by State,Date Revolver Check Received,Record ID#,Invoice Amount
Project Management - Disaster Recovery Consultants (DPW),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-15-2010,08-09-2010,08-18-2010,08-19-2010,09-08-2010,09-10-2010,09-10-2010,09-15-2010,09-23-2010,09-27-2010,8050,"$1,457.5"
Program Management - MWH (DPW),MWH,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-02-2010,08-10-2010,08-10-2010,08-11-2010,09-08-2010,09-10-2010,09-10-2010,09-15-2010,09-17-2010,09-20-2010,7318,"$370,254.07"
Patching Repairs - Milan & Touro Neighborhoods,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-30-2010,08-09-2010,08-09-2010,09-15-2010,09-28-2010,10-01-2010,10-01-2010,10-05-2010,10-12-2010,10-18-2010,7085,"$88,723.28"
Patching Repairs - Read Blvd West,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2010,08-02-2010,08-09-2010,08-16-2010,08-19-2010,08-20-2010,08-23-2010,08-26-2010,09-03-2010,09-07-2010,7700,"$1,261.83"
Project Management - Disaster Recovery Consultants (DPW),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2010,08-09-2010,08-09-2010,08-18-2010,09-08-2010,09-10-2010,09-10-2010,09-15-2010,09-23-2010,09-27-2010,8051,"$11,105"
Drain Point Repair Services,Eustis Engineering,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2010,06-24-2010,08-06-2010,08-16-2010,09-01-2010,09-07-2010,09-07-2010,09-08-2010,09-17-2010,09-20-2010,7324,"$2,693.35"
Drain Point Repair Services,Boh Brother Construction Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2010,07-02-2010,08-06-2010,08-16-2010,09-01-2010,09-07-2010,09-07-2010,09-08-2010,09-17-2010,09-20-2010,7554,"$406,307.7"
Drain Point Repair Services,Richard C. Lambert,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2010,06-08-2010,08-06-2010,08-16-2010,09-14-2010,09-15-2010,09-15-2010,09-17-2010,09-23-2010,09-27-2010,8009,"$35,883.04"
Patching Repairs - Mid-City,Harris Builders,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-30-2010,08-03-2010,08-05-2010,08-16-2010,08-25-2010,08-27-2010,08-27-2010,09-02-2010,09-10-2010,09-13-2010,6975,"$7,730"
Patching Repairs - Mid-City,Integrated Logistical Support,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2010,08-05-2010,08-05-2010,08-16-2010,09-16-2010,09-20-2010,09-20-2010,09-22-2010,09-27-2010,10-04-2010,7028,"$2,850.65"
Patching Repairs - West End,Integrated Logistical Support,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2010,08-05-2010,08-05-2010,08-16-2010,10-29-2010,11-02-2010,11-02-2010,11-04-2010,11-12-2010,11-15-2010,7047,"$57,835.59"
Patching Repairs - Mid-City,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-17-2010,07-09-2010,08-05-2010,08-16-2010,09-16-2010,09-20-2010,09-20-2010,09-22-2010,09-27-2010,10-04-2010,7842,$310.8
Patching Repairs - West End,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-29-2010,07-09-2010,08-05-2010,08-16-2010,09-16-2010,09-20-2010,09-20-2010,09-22-2010,09-27-2010,10-04-2010,7843,$800.71
Patching Repairs - Read Blvd West,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-31-2009,07-26-2010,08-03-2010,08-11-2010,08-25-2010,08-27-2010,08-27-2010,09-02-2010,09-10-2010,09-13-2010,7916,"$9,978.61"
Patching Repairs - Read Blvd West,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2010,05-20-2010,08-02-2010,08-11-2010,08-19-2010,08-20-2010,08-23-2010,08-26-2010,09-03-2010,09-07-2010,6933,"$3,684.9"
Patching Repairs - West Lake Forest,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2010,04-15-2010,08-02-2010,08-11-2010,08-19-2010,08-20-2010,08-23-2010,08-26-2010,09-03-2010,09-07-2010,6940,"$2,085"
Patching Repairs - Read Blvd West,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2010,05-21-2010,08-02-2010,08-11-2010,08-19-2010,08-20-2010,08-23-2010,08-26-2010,09-03-2010,09-07-2010,6952,"$10,605.03"
Patching Repairs - Read Blvd West,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2010,06-16-2010,08-02-2010,08-11-2010,08-19-2010,08-20-2010,08-23-2010,08-26-2010,09-03-2010,09-07-2010,6965,"$120,694.9"
Patching Repairs - Read Blvd West,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-01-2010,06-29-2010,08-02-2010,08-11-2010,08-19-2010,08-20-2010,08-23-2010,08-26-2010,09-03-2010,09-07-2010,6981,"$96,932.93"
Patching Repairs - Plum Orchard,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-28-2010,07-21-2010,08-02-2010,08-11-2010,08-19-2010,08-20-2010,08-23-2010,08-26-2010,09-03-2010,09-07-2010,7003,$78.5
Patching Repairs - Plum Orchard,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-30-2010,07-21-2010,08-02-2010,08-11-2010,08-19-2010,08-20-2010,08-23-2010,08-26-2010,09-03-2010,09-07-2010,7010,$78
Patching Repairs - Uptown & West Riverside,Three Fold Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-30-2010,07-28-2010,08-02-2010,08-16-2010,09-08-2010,09-10-2010,09-10-2010,09-15-2010,09-17-2010,09-20-2010,7412,"$5,807.37"
Patching Repairs - Lakeview,Three Fold Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-30-2010,07-28-2010,08-02-2010,08-16-2010,04-26-2011,04-28-2011,04-28-2011,04-29-2011,05-05-2011,05-09-2011,7413,"$15,388.3"
Patching Repairs - Milan & Touro Neighborhoods,Three Fold Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-30-2010,07-28-2010,08-02-2010,08-16-2010,04-26-2011,04-28-2011,04-28-2011,04-29-2011,05-05-2011,05-09-2011,7414,"$45,153.76"
Patching Repairs - Marlyville & Fontainebleau,Three Fold Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-30-2010,07-28-2010,08-02-2010,08-16-2010,09-08-2010,09-10-2010,09-10-2010,09-15-2010,09-17-2010,09-20-2010,7415,"$7,889.39"
Patching Repairs - Little Woods,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2010,04-15-2010,08-02-2010,08-16-2010,08-19-2010,08-20-2010,08-23-2010,08-26-2010,09-03-2010,09-07-2010,7523,"$77,491.53"
Patching Repairs - Little Woods,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2010,05-22-2010,08-02-2010,08-16-2010,08-19-2010,08-20-2010,08-23-2010,08-26-2010,09-03-2010,09-07-2010,7525,"$141,037.35"
Patching Repairs - Pines Village,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2010,06-28-2010,08-02-2010,08-16-2010,08-19-2010,08-20-2010,08-23-2010,08-26-2010,09-03-2010,09-07-2010,7527,"$166,240.27"
Patching Repairs - Pines Village,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-30-2010,07-30-2010,08-02-2010,08-16-2010,08-19-2010,08-20-2010,08-23-2010,08-26-2010,09-03-2010,09-07-2010,7528,"$248,543.17"
Patching Repairs - Read Blvd West,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-04-2010,03-24-2010,08-02-2010,08-11-2010,09-16-2010,09-20-2010,09-20-2010,09-22-2010,09-27-2010,10-04-2010,7596,$691.88
Patching Repairs - Village De Lest/East Riverside/St. Thomas Development,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2010,07-30-2010,08-02-2010,08-16-2010,08-19-2010,08-20-2010,08-23-2010,08-26-2010,09-03-2010,09-07-2010,7665,"$8,835.25"
Patching Repairs - Little Woods,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2010,07-30-2010,08-02-2010,08-16-2010,08-19-2010,08-20-2010,08-23-2010,08-26-2010,09-03-2010,09-07-2010,7669,"$51,778.18"
Patching Repairs - Milan & Touro Neighborhoods,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-02-2010,07-14-2010,08-02-2010,08-16-2010,09-01-2010,09-07-2010,09-07-2010,09-08-2010,09-17-2010,09-20-2010,7670,"$235,839.38"
Patching Repairs - Lakeview,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-02-2010,07-20-2010,08-02-2010,08-16-2010,09-01-2010,09-07-2010,09-07-2010,09-08-2010,09-17-2010,09-20-2010,7671,"$14,305.45"
Patching Repairs - Uptown & West Riverside,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-02-2010,07-26-2010,08-02-2010,08-16-2010,09-01-2010,09-07-2010,09-07-2010,09-08-2010,09-17-2010,09-20-2010,7672,"$6,277.13"
Patching Repairs - Lakeview,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-18-2010,06-10-2010,08-02-2010,08-16-2010,09-16-2010,09-20-2010,09-20-2010,09-22-2010,09-27-2010,10-04-2010,7781,"$2,799.2"
Patching Repairs - Milan & Touro Neighborhoods,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-06-2010,06-10-2010,08-02-2010,08-16-2010,09-16-2010,09-20-2010,09-20-2010,09-22-2010,09-27-2010,10-04-2010,7782,$463.1
Patching Repairs - Little Woods,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-10-2010,04-13-2010,08-02-2010,08-16-2010,09-16-2010,09-20-2010,09-20-2010,09-22-2010,09-27-2010,10-04-2010,7808,$580.4
Patching Repairs - Read Blvd West,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2010,04-13-2010,08-02-2010,08-11-2010,09-16-2010,09-20-2010,09-20-2010,09-22-2010,09-27-2010,10-04-2010,7809,$844.05
Patching Repairs - Read Blvd West,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2010,05-21-2010,08-02-2010,08-11-2010,09-16-2010,09-20-2010,09-20-2010,09-22-2010,09-27-2010,10-04-2010,7813,"$3,076.64"
Patching Repairs - Little Woods,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-14-2010,05-10-2010,08-02-2010,08-16-2010,09-16-2010,09-21-2010,09-21-2010,09-28-2010,10-08-2010,10-18-2010,7815,$686.96
Patching Repairs - Read Blvd West,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2010,06-16-2010,08-02-2010,08-11-2010,09-16-2010,09-20-2010,09-20-2010,09-22-2010,09-27-2010,10-04-2010,7816,$854.57
Patching Repairs - Pines Village,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-25-2010,06-10-2010,08-02-2010,08-16-2010,09-16-2010,09-20-2010,09-20-2010,09-22-2010,09-27-2010,10-04-2010,7817,$731.93
Patching Repairs - Gert Town/BW Cooper,Harris Builders,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-02-2010,07-16-2010,07-23-2010,08-16-2010,08-25-2010,08-27-2010,08-27-2010,09-02-2010,09-10-2010,09-13-2010,6953,"$5,340"
Patching Repairs - Mid-City,Harris Builders,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-02-2010,07-16-2010,07-23-2010,08-16-2010,08-25-2010,08-27-2010,08-27-2010,09-02-2010,09-10-2010,09-13-2010,6958,"$23,159"
Patching Repairs - West End,Harris Builders,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-02-2010,07-16-2010,07-23-2010,08-16-2010,08-25-2010,08-27-2010,08-27-2010,09-02-2010,09-10-2010,09-13-2010,6966,"$77,730"
Patching Repairs - Mid-City,Integrated Logistical Support,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-02-2010,07-16-2010,07-23-2010,08-11-2010,09-16-2010,09-20-2010,09-20-2010,09-22-2010,09-27-2010,10-04-2010,6995,"$4,722.31"
Patching Repairs - West End,Integrated Logistical Support,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-02-2010,07-16-2010,07-23-2010,08-11-2010,10-29-2010,11-02-2010,11-02-2010,11-04-2010,11-12-2010,11-15-2010,7016,"$66,068.35"
Patching Repairs - Plum Orchard,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2009,07-20-2010,07-23-2010,08-11-2010,08-25-2010,08-27-2010,08-27-2010,09-02-2010,09-10-2010,09-13-2010,7654,"$52,097.48"
Patching Repairs - Plum Orchard,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-31-2009,07-20-2010,07-23-2010,08-11-2010,08-25-2010,08-27-2010,08-27-2010,09-02-2010,09-10-2010,09-13-2010,7663,"$2,194.08"
Patching Repairs - Plum Orchard,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-30-2009,07-20-2010,07-23-2010,08-11-2010,08-25-2010,08-27-2010,08-27-2010,09-02-2010,09-10-2010,09-13-2010,7684,"$12,473.43"
Patching Repairs - Plum Orchard,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-31-2009,07-20-2010,07-23-2010,08-11-2010,08-25-2010,08-27-2010,08-27-2010,09-02-2010,09-10-2010,09-13-2010,7721,"$3,372.03"
Patching Repairs - Plum Orchard,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-30-2009,07-20-2010,07-23-2010,08-11-2010,08-25-2010,08-27-2010,08-27-2010,09-02-2010,09-10-2010,09-13-2010,7742,"$1,369.69"
Patching Repairs - Read Blvd West,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-31-2009,07-20-2010,07-23-2010,08-11-2010,05-09-2011,05-11-2011,05-12-2011,05-12-2011,05-19-2011,05-23-2011,7743,"$27,140.73"
Patching Repairs - Plum Orchard,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-31-2009,07-20-2010,07-23-2010,08-11-2010,08-25-2010,08-27-2010,08-27-2010,09-02-2010,09-10-2010,09-13-2010,7744,"$7,151.48"
Patching Repairs - West Lake Forest,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-31-2009,07-20-2010,07-23-2010,08-11-2010,08-25-2010,08-27-2010,08-27-2010,09-02-2010,09-10-2010,09-13-2010,7747,"$24,598.32"
Patching Repairs - West End,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-27-2010,06-10-2010,07-23-2010,08-11-2010,09-16-2010,09-20-2010,09-20-2010,09-22-2010,09-27-2010,10-04-2010,7838,"$2,350.02"
Patching Repairs - Mid-City,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-12-2010,06-10-2010,07-23-2010,08-11-2010,09-16-2010,09-20-2010,09-20-2010,09-22-2010,09-27-2010,10-04-2010,7839,$291.2
Patching Repairs - Read Blvd West,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-30-2009,07-20-2010,07-23-2010,08-11-2010,08-25-2010,08-27-2010,08-27-2010,09-02-2010,09-10-2010,09-13-2010,7993,"$6,583.27"
Patching Repairs - Read Blvd West,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-31-2009,07-20-2010,07-23-2010,08-11-2010,08-25-2010,08-27-2010,08-27-2010,09-02-2010,09-10-2010,09-13-2010,8040,"$26,909.63"
Patching Repairs - Read Blvd West,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-30-2009,07-20-2010,07-23-2010,08-11-2010,05-09-2011,05-11-2011,05-12-2011,05-12-2011,05-19-2011,05-23-2011,8082,"$29,775.54"
Patching Repairs - Filmore,C&S Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-02-2010,07-19-2010,07-20-2010,08-02-2010,08-04-2010,08-06-2010,08-06-2010,08-10-2010,08-13-2010,08-16-2010,6808,"$29,281.4"
Patching Repairs - Milneburg,C&S Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-02-2010,07-19-2010,07-20-2010,08-03-2010,08-04-2010,08-06-2010,08-06-2010,08-10-2010,08-13-2010,08-16-2010,6814,"$28,281.75"
Patching Repairs - Filmore,Durr Heavy Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-02-2010,07-13-2010,07-20-2010,08-02-2010,08-25-2010,08-27-2010,08-27-2010,09-02-2010,09-10-2010,09-13-2010,6964,"$154,069.93"
Patching Repairs - Milneburg,Durr Heavy Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-02-2010,07-13-2010,07-20-2010,08-03-2010,08-04-2010,08-06-2010,08-06-2010,08-10-2010,08-13-2010,08-16-2010,6970,"$301,288.54"
Patching Repairs - Milneburg,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-02-2010,07-09-2010,07-20-2010,08-03-2010,08-04-2010,08-06-2010,08-06-2010,08-10-2010,08-13-2010,08-16-2010,7623,$160.16
Patching Repairs - Gert Town/BW Cooper,Integrated Logistical Support,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-02-2010,07-16-2010,07-19-2010,08-11-2010,09-16-2010,09-20-2010,09-20-2010,09-22-2010,09-27-2010,10-04-2010,6987,$93.73
Patching Repairs - Milan & Touro Neighborhoods,Three Fold Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-28-2010,07-06-2010,07-13-2010,08-02-2010,04-26-2011,04-28-2011,04-28-2011,04-29-2011,05-05-2011,05-09-2011,7409,"$27,049.79"
