Project Name,Vendor Name,Vendor Type,Pre-Invoice Tracking Implementation,Check Source,CPA Revolver Invoice Status,City Invoice Status,CDBG Invoice Status,Total Invoice Payment Status,End of Work Period,Date of Invoice,Date Received by Department,Date Approved by Project Manager,Date Receiver Created in AFIN,Date Sent to Finance,Date Received by Finance,Date Sent to State,Date Sent to Hancock by State,Date Revolver Check Received,Record ID#,Invoice Amount
MTA/EMS EQ,James Cripps Architects,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-16-2010,09-13-2010,09-13-2010,09-14-2010,09-20-2010,09-20-2010,09-20-2010,09-22-2010,09-27-2010,10-04-2010,1059,"$7,400"
MTA/EMS EQ,James Cripps Architects,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-12-2010,09-13-2010,09-13-2010,09-14-2010,10-13-2010,10-14-2010,10-18-2010,10-20-2010,10-29-2010,11-01-2010,1060,"$29,322.99"
Municipal Auditorium Phase I B - Abatement,"Materials Management Group, Inc.",Testing,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-10-2010,09-10-2010,09-10-2010,10-28-2010,11-01-2010,11-01-2010,11-01-2010,11-04-2010,11-10-2010,11-15-2010,1073,"$5,235.5"
Pontchartrain Park and Lights,"W. L. Wyman Construction Co., Inc.",General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-31-2010,09-08-2010,09-08-2010,09-08-2010,09-10-2010,09-14-2010,09-15-2010,09-17-2010,09-23-2010,09-27-2010,1924,"$43,495.75"
Project Management - Disaster Recovery Consultants (CPA),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-31-2010,09-08-2010,09-08-2010,09-13-2010,10-20-2010,10-21-2010,10-21-2010,10-27-2010,11-05-2010,11-08-2010,2032,"$25,412.5"
Algiers Regional Library Design-Build,"Gibbs Construction, Co.",General Contractor,no,Revolver/City/CDBG,10 Paid,8 Paid,10 Paid,Fully Paid,08-31-2010,09-03-2010,09-03-2010,09-16-2010,09-20-2010,09-24-2010,09-24-2010,09-28-2010,10-08-2010,10-18-2010,55,"$22,712.6"
Nora Navra Library Design-Build,"Gibbs Construction, Co.",General Contractor,no,Revolver/City/CDBG,10 Paid,8 Paid,06 A Department to Deliver to D-CDBG Fiscal,Fully Paid,08-31-2010,09-03-2010,09-03-2010,09-16-2010,09-20-2010,09-24-2010,09-24-2010,09-28-2010,10-08-2010,10-18-2010,1636,$706.81
Robert E. Smith Library Design-Build,"Gibbs Construction, Co.",General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-31-2010,09-03-2010,09-03-2010,09-16-2010,09-20-2010,09-24-2010,09-24-2010,09-28-2010,10-08-2010,10-20-2010,2274,"$28,100.05"
Rosa Keller (Broadmoor) Library,Ryan Gootee General Contractors,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-31-2010,09-02-2010,09-02-2010,09-08-2010,09-14-2010,09-15-2010,09-15-2010,09-17-2010,09-23-2010,09-27-2010,2307,"$132,905.88"
Florida Ave. Transfer Station,BelouMagner Construction,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-30-2010,09-01-2010,09-01-2010,09-02-2010,09-07-2010,09-08-2010,09-13-2010,09-17-2010,09-23-2010,09-27-2010,562,"$66,891.06"
Project Management - MWH,MWH,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-30-2010,08-31-2010,08-31-2010,10-13-2010,11-17-2010,11-17-2010,11-19-2010,11-22-2010,11-27-2010,11-30-2010,2146,"$466,564.66"
Rosa Keller (Broadmoor) Library,"Eskew, Dumez & Ripple",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-31-2010,08-31-2010,08-31-2010,09-17-2010,10-08-2010,10-08-2010,10-08-2010,10-15-2010,10-22-2010,10-25-2010,2293,"$3,267.29"
Joseph Bartholomew Golf Course (Pontchartrain Park),"Duininck, Inc",General Contractor,no,Revolver/CDBG,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-25-2010,08-26-2010,08-26-2010,08-27-2010,08-31-2010,09-03-2010,09-07-2010,09-08-2010,09-14-2010,09-20-2010,756,"$287,498.62"
Civil Court Column Replacement,"WDG, LLC",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-25-2010,08-25-2010,08-25-2010,09-05-2010,09-14-2010,09-15-2010,09-15-2010,09-17-2010,09-23-2010,09-27-2010,348,"$2,008.6"
Mosquito Control Administration Building Design-Build,Woodward Design Build,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-25-2010,08-25-2010,08-25-2010,10-06-2010,10-08-2010,10-08-2010,10-08-2010,10-20-2010,10-29-2010,11-01-2010,1036,$0
NOPD Seventh District Police Station,Imre Hegedus and Associated Architects,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-24-2010,08-24-2010,08-24-2010,08-26-2010,08-31-2010,09-07-2010,09-10-2010,09-15-2010,09-15-2010,09-20-2010,1584,"$22,944"
Project Management - Disaster Recovery Consultants (CPA),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-15-2010,08-19-2010,08-19-2010,09-13-2010,10-20-2010,10-21-2010,10-21-2010,10-27-2010,11-05-2010,11-08-2010,2034,"$20,110"
Brechtel Park (Park Only),"Organic Marketing, LLC",General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2010,08-17-2010,08-17-2010,08-17-2010,08-23-2010,08-25-2010,09-07-2010,09-08-2010,09-14-2010,09-20-2010,235,"$82,924.61"
Perry Roehm Stadium Katrina Repairs,"A.M.E. Services, Inc.",General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-01-2010,08-15-2010,08-15-2010,10-15-2010,10-18-2010,10-19-2010,10-19-2010,10-20-2010,10-29-2010,11-01-2010,1902,"$76,309.19"
Taylor Playground Katrina & Shower Repairs,"A.M.E. Services, Inc.",General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-01-2010,08-15-2010,08-15-2010,10-15-2010,10-18-2010,10-19-2010,10-19-2010,10-20-2010,10-29-2010,11-01-2010,2473,"$81,123.45"
Revolver Administrative Costs,Kutak Rock LLP,Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-11-2010,08-11-2010,08-11-2010,08-27-2010,08-27-2010,10-28-2010,10-28-2010,11-04-2010,11-15-2010,11-15-2010,2251,"$1,666.67"
Algiers Regional Library Design-Build,"Gibbs Construction, Co.",General Contractor,no,Revolver/City/CDBG,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2010,08-10-2010,08-10-2010,08-11-2010,08-16-2010,08-20-2010,08-23-2010,08-26-2010,09-03-2010,09-07-2010,73,"$68,021.64"
Algiers Regional Library Design-Build,"Gibbs Construction, Co.",General Contractor,no,Revolver/City/CDBG,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2010,08-10-2010,08-10-2010,08-16-2010,08-20-2010,08-20-2010,08-23-2010,08-26-2010,09-03-2010,09-07-2010,74,"$27,633.88"
New Orleans East Regional Library Design-Build,"Gibbs Construction, Co.",General Contractor,no,Revolver/CDBG,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2010,08-10-2010,08-10-2010,08-16-2010,08-19-2010,08-19-2010,08-26-2010,08-26-2010,09-03-2010,09-07-2010,1189,"$24,075.04"
New Orleans East Regional Library Design-Build,"Gibbs Construction, Co.",General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2010,08-10-2010,08-10-2010,08-11-2010,08-16-2010,08-20-2010,08-23-2010,08-26-2010,09-03-2010,09-07-2010,1210,"$29,327.59"
Nora Navra Library Design-Build,"Gibbs Construction, Co.",General Contractor,no,Revolver/City/CDBG,10 Paid,8 Paid,06 A Department to Deliver to D-CDBG Fiscal,Fully Paid,07-31-2010,08-10-2010,08-10-2010,08-16-2010,08-20-2010,08-20-2010,08-23-2010,08-26-2010,09-03-2010,09-07-2010,1643,"$7,460.2"
Norman Mayer Library Design-Build,"Gibbs Construction, Co.",General Contractor,no,Revolver/City/CDBG,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2010,08-10-2010,08-10-2010,08-16-2010,08-19-2010,08-19-2010,08-26-2010,08-26-2010,09-03-2010,09-07-2010,1735,"$20,700.8"
Norman Mayer Library Design-Build,"Gibbs Construction, Co.",General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2010,08-10-2010,08-10-2010,08-11-2010,08-16-2010,08-20-2010,08-23-2010,08-26-2010,09-03-2010,09-07-2010,1755,"$33,031.59"
Project Management - Hagerty,"Hagerty Consulting, Inc",Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-30-2010,08-10-2010,08-10-2010,11-10-2010,12-16-2010,12-17-2010,12-17-2010,12-21-2010,12-30-2010,01-03-2011,2067,"$17,107.6"
Project Management - Hagerty,"Hagerty Consulting, Inc",Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-30-2010,08-10-2010,08-10-2010,11-10-2010,12-16-2010,12-17-2010,12-17-2010,12-21-2010,12-30-2010,01-03-2011,2068,"$98,921.74"
Robert E. Smith Library Design-Build,"Gibbs Construction, Co.",General Contractor,no,Revolver/CDBG,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2010,08-10-2010,08-10-2010,08-16-2010,08-19-2010,08-19-2010,08-23-2010,08-26-2010,09-03-2010,09-07-2010,2253,"$14,725.2"
Robert E. Smith Library Design-Build,"Gibbs Construction, Co.",General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2010,08-10-2010,08-10-2010,08-11-2010,08-16-2010,08-20-2010,08-23-2010,08-26-2010,09-03-2010,09-07-2010,2273,"$26,297.59"
Rosa Keller (Broadmoor) Library,"Eskew, Dumez & Ripple",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2010,08-10-2010,08-10-2010,08-29-2010,09-14-2010,09-15-2010,09-15-2010,09-17-2010,09-23-2010,09-27-2010,2292,"$5,259.06"
NOFD Engine 36 Read Blvd Assessment,"Materials Management Group, Inc.",Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-09-2010,08-09-2010,08-09-2010,11-08-2010,11-08-2010,11-12-2010,11-12-2010,11-17-2010,11-27-2010,11-30-2010,1424,"$11,576"
Project Management - Disaster Recovery Consultants (CPA),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2010,08-09-2010,08-09-2010,09-13-2010,10-20-2010,10-21-2010,10-21-2010,10-27-2010,11-05-2010,11-08-2010,2033,"$12,347.5"
Joseph Bartholomew Golf Course (Pontchartrain Park),"Duininck, Inc",General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-30-2010,08-04-2010,08-04-2010,08-06-2010,08-10-2010,08-12-2010,08-12-2010,08-16-2010,08-20-2010,08-23-2010,770,"$382,722.46"
Municipal Auditorium Phase I B - Abatement,"Materials Management Group, Inc.",Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2010,08-04-2010,08-04-2010,08-10-2010,08-12-2010,08-16-2010,08-18-2010,09-02-2010,09-10-2010,09-13-2010,1077,"$3,862"
Pontchartrain Park and Lights,"W. L. Wyman Construction Co., Inc.",General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-23-2010,08-04-2010,08-04-2010,08-05-2010,08-11-2010,08-12-2010,08-13-2010,08-16-2010,08-23-2010,08-23-2010,1923,"$95,427.5"
Rosa Keller (Broadmoor) Library,Ryan Gootee General Contractors,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2010,08-04-2010,08-04-2010,08-05-2010,08-12-2010,08-16-2010,08-18-2010,09-02-2010,09-10-2010,09-13-2010,2309,"$214,010.03"
Oliver Bush Playground,"VergesRome Architects, APAC",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-03-2010,08-03-2010,08-03-2010,08-03-2010,08-05-2010,08-10-2010,08-10-2010,08-16-2010,08-20-2010,08-23-2010,3,"$4,344.98"
Maria Goretti Playground,"VergesRome Architects, APAC",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-03-2010,08-03-2010,08-03-2010,08-03-2010,08-05-2010,08-10-2010,08-10-2010,08-16-2010,08-20-2010,08-23-2010,991,"$26,862.4"
Oscar Medrano Clinic,"Duplantier & Meric Architects, LLC",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-22-2010,04-14-2010,08-03-2010,02-07-2011,03-16-2011,03-17-2011,03-17-2011,03-18-2011,04-01-2011,04-05-2011,1811,"$4,400"
Perry Roehm Stadium Katrina Repairs,"VergesRome Architects, APAC",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-03-2010,08-03-2010,08-03-2010,08-10-2010,08-16-2010,08-17-2010,08-17-2010,08-26-2010,09-03-2010,09-07-2010,1908,"$4,345.07"
Gallier Hall Renovations,Kevin J. Smith Construction,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2010,08-02-2010,08-02-2010,08-05-2010,08-10-2010,08-12-2010,08-12-2010,08-16-2010,08-20-2010,08-23-2010,599,"$94,476.45"
Milne Playground,ETI (Exceptional Temporaries Incorporated),General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-29-2010,07-29-2010,07-29-2010,08-11-2010,08-16-2010,08-20-2010,08-23-2010,08-26-2010,09-03-2010,09-07-2010,1005,"$136,387.32"
"NORD High Mast Lighting Group 1 (Cut Off, Wisner, Avenger, East Shore, Taylor, Hardin)",Three Fold Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-21-2010,07-21-2010,07-21-2010,07-21-2010,07-23-2010,07-27-2010,07-27-2010,07-29-2010,08-06-2010,08-09-2010,631,"$76,435.26"
Kenilworth Playground Katrina Repairs,"A.M.E. Services, Inc.",General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-21-2010,07-21-2010,07-21-2010,07-22-2010,07-23-2010,07-27-2010,07-27-2010,07-29-2010,08-06-2010,08-09-2010,819,"$204,444.08"
PDU Software & Business Applications,Oracle Corporation,Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-21-2010,07-21-2010,07-21-2010,08-02-2010,08-04-2010,08-05-2010,08-05-2010,08-10-2010,08-12-2010,08-16-2010,2184,"$10,881.61"
PDU Software & Business Applications,Oracle Corporation,Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-21-2010,07-21-2010,07-21-2010,07-21-2010,10-22-2010,10-22-2010,10-22-2010,10-27-2010,11-05-2010,11-08-2010,2185,$598.49
Florida Ave. Transfer Station,MWH,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-30-2009,07-19-2010,07-19-2010,07-22-2010,07-23-2010,07-27-2010,07-27-2010,07-29-2010,08-06-2010,08-09-2010,575,"$5,523.24"
Municipal Auditorium Phase I B - Abatement,"Materials Management Group, Inc.",Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,,07-16-2010,07-16-2010,07-18-2010,07-23-2010,07-27-2010,07-27-2010,07-29-2010,08-06-2010,08-09-2010,1074,"$4,129"
Joseph Bartholomew Golf Course (Pontchartrain Park),"Perez, APC",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-14-2010,07-14-2010,07-14-2010,07-15-2010,07-06-2011,07-08-2011,07-11-2011,07-12-2011,07-15-2011,07-18-2011,804,"$13,442.26"
Louis Armstrong Park (Phase 2),"Peabody Construction Co., Inc.",General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-30-2010,07-14-2010,07-14-2010,07-16-2010,08-10-2010,08-12-2010,08-13-2010,08-16-2010,08-20-2010,08-23-2010,899,"$68,638.26"
Project Management - Hagerty,"Hagerty Consulting, Inc",Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-25-2010,07-13-2010,07-13-2010,11-10-2010,12-16-2010,12-17-2010,12-17-2010,12-21-2010,12-30-2010,01-03-2011,2066,"$65,982.98"
"NORD High Mast Lighting Group 2 (Lemann, Comiskey, Rosenwald, Bunny Friend, Lyons, Conrad)",Frischhertz Electric Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-01-2010,07-01-2010,07-01-2010,07-02-2010,07-09-2010,07-13-2010,07-14-2010,07-16-2010,07-30-2010,08-02-2010,861,"$13,528.79"
"NORD High Mast Lighting Group 1 (Cut Off, Wisner, Avenger, East Shore, Taylor, Hardin)",Frischhertz Electric Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-01-2010,07-01-2010,07-01-2010,07-02-2010,07-09-2010,07-12-2010,07-14-2010,07-16-2010,07-30-2010,08-02-2010,1676,"$16,691.88"
"NORD High Mast Lighting Group 1 (Cut Off, Wisner, Avenger, East Shore, Taylor, Hardin)",Frischhertz Electric Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-01-2010,07-01-2010,07-01-2010,07-02-2010,07-09-2010,07-12-2010,07-14-2010,07-16-2010,07-30-2010,08-02-2010,1677,"$12,249.68"
"NORD High Mast Lighting Group 1 (Cut Off, Wisner, Avenger, East Shore, Taylor, Hardin)",Frischhertz Electric Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-01-2010,07-01-2010,07-01-2010,07-02-2010,07-09-2010,07-12-2010,07-14-2010,07-16-2010,07-30-2010,08-02-2010,1678,"$51,699"
"NORD High Mast Lighting Group 1 (Cut Off, Wisner, Avenger, East Shore, Taylor, Hardin)",Frischhertz Electric Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-01-2010,07-01-2010,07-01-2010,07-02-2010,07-09-2010,07-12-2010,07-14-2010,07-16-2010,07-30-2010,08-02-2010,1679,"$26,746.3"
"NORD High Mast Lighting Group 1 (Cut Off, Wisner, Avenger, East Shore, Taylor, Hardin)",Frischhertz Electric Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-30-2010,07-01-2010,07-01-2010,07-02-2010,07-09-2010,07-12-2010,07-14-2010,07-16-2010,07-30-2010,08-02-2010,1680,"$68,826.55"
"NORD High Mast Lighting Group 3 (Behrman, Odile Davis, Pontchartrain Park, Taylor, Stallings St. Claude)",Frischhertz Electric Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-01-2010,07-01-2010,07-01-2010,07-02-2010,07-09-2010,07-13-2010,07-14-2010,07-16-2010,07-30-2010,08-02-2010,1681,"$34,430.38"
"NORD High Mast Lighting Group 2 (Lemann, Comiskey, Rosenwald, Bunny Friend, Lyons, Conrad)",Frischhertz Electric Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-01-2010,07-01-2010,07-01-2010,07-02-2010,07-09-2010,07-13-2010,07-14-2010,07-16-2010,07-30-2010,08-02-2010,1702,"$29,756.89"
"NORD High Mast Lighting Group 2 (Lemann, Comiskey, Rosenwald, Bunny Friend, Lyons, Conrad)",Frischhertz Electric Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-01-2010,07-01-2010,07-01-2010,07-02-2010,07-09-2010,07-13-2010,07-14-2010,07-16-2010,07-30-2010,08-02-2010,1703,"$7,877.4"
"NORD High Mast Lighting Group 2 (Lemann, Comiskey, Rosenwald, Bunny Friend, Lyons, Conrad)",Frischhertz Electric Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-01-2010,07-01-2010,07-01-2010,07-02-2010,07-09-2010,07-13-2010,07-14-2010,07-16-2010,07-30-2010,08-02-2010,1704,"$17,533.2"
"NORD High Mast Lighting Group 3 (Behrman, Odile Davis, Pontchartrain Park, Taylor, Stallings St. Claude)",Frischhertz Electric Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-16-2010,07-01-2010,07-01-2010,07-02-2010,07-09-2010,07-13-2010,07-14-2010,07-16-2010,07-30-2010,08-02-2010,1721,"$45,422.27"
"NORD High Mast Lighting Group 3 (Behrman, Odile Davis, Pontchartrain Park, Taylor, Stallings St. Claude)",Frischhertz Electric Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-16-2010,07-01-2010,07-01-2010,07-02-2010,07-09-2010,07-13-2010,07-14-2010,07-16-2010,07-30-2010,08-02-2010,1775,"$42,685.4"
"NORD High Mast Lighting Group 3 (Behrman, Odile Davis, Pontchartrain Park, Taylor, Stallings St. Claude)",Frischhertz Electric Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-15-2009,07-01-2010,07-01-2010,07-02-2010,07-09-2010,07-13-2010,07-14-2010,07-16-2010,07-30-2010,08-02-2010,1936,"$24,070.64"
