"","Check","PO","Account.String","Department","Invoice.Date","Stamp.Date","Accounts.Payable.Date","Check.Date","Vendor","Amount","AP","TotalDays","Qtr","APUnder7","AP7_14","APOver14","TotalUnder30","Total31_60","Total61_90","Total91_120","TotalOver120"
"13550",106701,"2601481586","0001-0260-2601-200-212140","safety & permits",2014-02-19,NA,2014-02-26,2014-03-11,"Champion Graphic Communications",50,9,20,2014 Q1,0,1,0,1,0,0,0,0
"13551",106702,"2618482095","0001-0260-2601-200-212150","safety & permits",2014-01-31,NA,2014-02-26,2014-03-11,"Alere Taxicology Services, Inc.",13.5,9,39,2014 Q1,0,1,0,0,1,0,0,0
"13552",106703,"6701481980","0001-0270-2740-200-214378","civil service",2014-02-26,NA,2014-02-28,2014-03-11,"Ives Business Forms, Inc.",390.6,7,13,2014 Q1,1,0,0,1,0,0,0,0
"13553",106704,"6251482055","0203-0620-6251-200-214367","parks & parkways",2014-02-17,NA,2014-03-03,2014-03-11,"GLOBAL EQUIPMENT COMPANY",292.3,6,22,2014 Q1,1,0,0,1,0,0,0,0
"13554",106705,"4511379660","0001-0270-2740-200-214378","property mgmt",2013-12-20,NA,2014-03-07,2014-03-11,"Office Depot",20,3,81,2014 Q1,1,0,0,0,0,1,0,0
"13555",106706,"5001480455","0001-0500-5001-200-213110","public works",2014-02-20,NA,2014-02-27,2014-03-11,"DS Waters of America,Inc dba Standard Coffee and Kentwood Spring",197.43,8,19,2014 Q1,0,1,0,1,0,0,0,0
"13556",106707,"5001482088","0001-0380-3873-200-214352","public works",2014-01-27,NA,2014-02-26,2014-03-11,"Grainger, Inc.",1599.58,9,43,2014 Q1,0,1,0,0,1,0,0,0
"13557",106708,"2740481723","0001-0270-2740-200-213130","police",2014-01-31,NA,2014-03-06,2014-03-11,"double m feed. llc",10890.1,4,39,2014 Q1,1,0,0,0,1,0,0,0
"13558",106709,"8751481919","0001-0870-8751-200-212600","registrar of voters",2014-02-17,NA,2014-02-28,2014-03-11,"Shred-it",81.01,7,22,2014 Q1,1,0,0,1,0,0,0,0
"13559",106710,"6850481882","0001-0685-6850-200-212180","mtcb",2014-02-24,NA,2014-02-28,2014-03-11,"Take 5 Oil Change, LLC",80.97,7,15,2014 Q1,1,0,0,1,0,0,0,0
"13560",106711,"3611481999","0001-0360-3611-200-213220","health",2013-12-09,NA,2014-02-28,2014-03-11,"Lamarque Ford, Inc",72.51,7,92,2014 Q1,1,0,0,0,0,0,1,0
"13561",106712,"3873481666","0001-0380-3873-200-213110","youth study center",2014-02-26,NA,2014-02-28,2014-03-11,"Diamond Food Dist. Inc.",1184.05,7,13,2014 Q1,1,0,0,1,0,0,0,0
"13562",106713,"3873482153","0001-0380-3873-200-213110","youth study center",2014-03-06,NA,2014-03-06,2014-03-11,"Bob Barker Company, Inc",196.21,4,5,2014 Q1,1,0,0,1,0,0,0,0
"13563",106714,"6850482101","0001-0685-6850-200-213130","mtcb",2014-03-03,NA,2014-03-06,2014-03-11,"John W. Hock Company",852.55,4,8,2014 Q1,1,0,0,1,0,0,0,0
"13564",106715,"4527480881","0001-0200-2010-200-212150","property mgmt",2014-02-13,NA,2014-03-05,2014-03-11,"Occupational Health Centers of Louisiana",30,5,26,2014 Q1,1,0,0,1,0,0,0,0
"13565",106716,"6850481525","0001-0685-6850-200-213270","mtcb",2014-02-14,NA,2014-02-28,2014-03-11,"Fisher Scientific",992.51,7,25,2014 Q1,1,0,0,1,0,0,0,0
"13566",106718,"2277481944","0001-0220-2277-200-212159","cao",2014-02-02,NA,2014-02-26,2014-03-11,"Stanley Convergent Security Solutions",42.69,9,37,2014 Q1,0,1,0,0,1,0,0,0
"13567",106719,"6850413736","0237-0685-6856-200-213110","mtcb",2013-10-16,NA,2014-02-28,2014-03-11,"Claudia Riegel",16.25,7,146,2014 Q1,1,0,0,0,0,0,0,1
"13568",106720,"4801481574","0001-0480-4801-200-213250","civil service",2014-02-18,NA,2014-02-28,2014-03-11,"Ed Smith's Stencil Works, LTD",73.5,7,21,2014 Q1,1,0,0,1,0,0,0,0
"13569",106721,"6850481884","0001-0230-2310-200-213130","mtcb",2014-02-20,NA,2014-02-27,2014-03-11,"FedEx Expres Shipment",34.93,8,19,2014 Q1,0,1,0,1,0,0,0,0
"13570",106722,"2297480737","0001-0220-2297-200-212180","emd",2014-02-19,NA,2014-02-27,2014-03-11,"Banner Cheverolet",2001.81,8,20,2014 Q1,0,1,0,1,0,0,0,0
"13571",106723,"6201413726","0001-0620-6201-200-213250","parks & parkways",2014-02-25,NA,2014-03-03,2014-03-11,"City of New Orleans, Department of Parks and Parkways",74.54,6,14,2014 Q1,1,0,0,1,0,0,0,0
"13572",106724,"8751481906","0001-0360-3611-200-212173","registrar of voters",2014-02-07,NA,2014-02-28,2014-03-11,"Verizon Wireless",89.22,7,32,2014 Q1,1,0,0,0,1,0,0,0
"13573",106725,"8751481961","0001-0870-8751-200-212170","registrar of voters",2014-03-01,NA,2014-02-28,2014-03-11,"Banc of America Leasing & Capital",130.64,7,10,2014 Q1,1,0,0,1,0,0,0,0
"13574",106726,"5001480950","0001-0500-5002-200-212150","public works",2014-03-03,NA,2014-03-05,2014-03-11,"Thomas Lee, Attorney at Law",2580,5,8,2014 Q1,1,0,0,1,0,0,0,0
"13575",106727,"6243482056","0001-0620-6243-200-213110","parks & parkways",2014-02-06,NA,2014-03-03,2014-03-11,"PELICAN ICE & COLD STORAGE INC.",814.5,6,33,2014 Q1,1,0,0,0,1,0,0,0
"13576",106728,"3611480361","0001-0360-3611-200-212160","health",2014-03-01,NA,2014-03-03,2014-03-11,"A. Maloney Moving & Storage Inc",82.5,6,10,2014 Q1,1,0,0,1,0,0,0,0
"13577",106729,"3665482151","0001-0360-3665-200-212150","ems",2014-01-07,NA,2014-03-07,2014-03-11,"Louisiana Department of Health & Hospitals",4225,3,63,2014 Q1,1,0,0,0,0,1,0,0
"13578",106730,"2011482019","0001-0200-2011-200-213110","council",2014-02-12,NA,2014-02-27,2014-03-11,"Coca-Cola Enterprises, Inc.",135.36,8,27,2014 Q1,0,1,0,1,0,0,0,0
"13579",106731,"4031481798","0001-0400-4031-200-212160","revenue",2014-01-31,NA,2014-02-26,2014-03-11,"Iron Mountain Records Management Inc",853.36,9,39,2014 Q1,0,1,0,0,1,0,0,0
"13580",106732,"2740481726","0001-0270-2740-200-212600","police",2014-01-31,NA,2014-03-06,2014-03-11,"J.E.Argus,Jr.,Practical Horseshoer",2090,4,39,2014 Q1,1,0,0,0,1,0,0,0
"13581",106733,"2521413742","0001-0200-2070-200-212050","nofd",2014-02-11,NA,2014-02-28,2014-03-11,"The Times-Picayune",864.45,7,28,2014 Q1,1,0,0,1,0,0,0,0
"13582",106734,"2521480888","0001-0250-2521-200-213020","nofd",2013-07-16,NA,2014-02-28,2014-03-11,"dialonehouseofdoors,inc",458,7,238,2014 Q1,1,0,0,0,0,0,0,1
"13583",106735,"2130482035","0001-0200-2010-200-213110","homeland security",2014-02-20,NA,2014-02-27,2014-03-11,"Kentwood Springs a Brand of DS Waters of America Inc.",108.08,8,19,2014 Q1,0,1,0,1,0,0,0,0
"13584",106736,"4527481520","0001-0450-4527-200-212170","property mgmt",2014-03-04,NA,2014-03-06,2014-03-11,"G&K Services",282.66,4,7,2014 Q1,1,0,0,1,0,0,0,0
"13585",106737,"2010482004","0001-0200-2010-200-212150","council",2014-02-12,NA,2014-02-28,2014-03-11,"Topp Knotch Personnel, Inc.",212.5,7,27,2014 Q1,1,0,0,1,0,0,0,0
"13586",106738,"2740480303","0001-0270-2740-200-213130","police",2014-02-25,NA,2014-03-06,2014-03-11,"Jefferson Feed, Pet & Garden Center",517.3,4,14,2014 Q1,1,0,0,1,0,0,0,0
"13587",106739,"4527482085","0001-0450-4527-200-212185","property mgmt",2014-01-09,NA,2014-03-05,2014-03-11,"Operation Cleansweep Education & Develoment",500,5,61,2014 Q1,1,0,0,0,0,1,0,0
"13588",106740,"2740370427","0001-0270-2740-200-212150","police",2014-01-03,NA,2014-03-06,2014-03-11,"Elisa W. Triplett",632,4,67,2014 Q1,1,0,0,0,0,1,0,0
"13589",106741,"2011482015","0001-0200-2011-200-212140","council",2014-02-11,NA,2014-02-28,2014-03-11,"The Printer's Wholesale Group Inc.",987,7,28,2014 Q1,1,0,0,1,0,0,0,0
"13590",106742,"2010482017","0001-0200-2010-200-212050","council",2014-02-04,NA,2014-02-28,2014-03-11,"Thomson West",508.08,7,35,2014 Q1,1,0,0,0,1,0,0,0
"13591",106743,"7001482068","0001-0210-2176-200-212170","nordc",2014-02-09,NA,2014-03-03,2014-03-11,"KYOCERA",263.48,6,30,2014 Q1,1,0,0,1,0,0,0,0
"13592",106744,"2706481714","0373-0270-2706-200-214376","police",2014-01-09,NA,2014-03-06,2014-03-11,"State of Louisiana",10900,4,61,2014 Q1,1,0,0,0,0,1,0,0
"13593",106745,"2178481184","0139-0210-2178-200-212157","mayor's office - other",2014-02-23,NA,2014-03-05,2014-03-11,"Carroll J. Wiltz",477,5,16,2014 Q1,1,0,0,1,0,0,0,0
"13594",106746,"6243481551","0001-0620-6243-200-213270","parks & parkways",2014-02-17,NA,2014-03-03,2014-03-11,"MSC Industrial Supply",166.9,6,22,2014 Q1,1,0,0,1,0,0,0,0
"13595",106747,"5001481899","0001-0500-5001-200-212180","public works",2014-02-26,NA,2014-02-27,2014-03-11,"Commercial Van & Truck Equipment, Inc.",72,8,13,2014 Q1,0,1,0,1,0,0,0,0
"13596",106748,"6701482094","0001-0000-0000-000-02A500","cpc",2014-02-05,NA,2014-03-07,2014-03-11,"American Planning Association",100,3,34,2014 Q1,1,0,0,0,1,0,0,0
"13597",106749,"2521481054","0001-0250-2521-200-212150","nofd",2014-01-05,NA,2014-03-03,2014-03-11,"Operation Life Saver",2667,6,65,2014 Q1,1,0,0,0,0,1,0,0
"13598",106750,"6850481886","0001-0685-6850-200-213110","mtcb",2014-01-31,NA,2014-02-28,2014-03-11,"Airgas, Inc.",19.93,7,39,2014 Q1,1,0,0,0,1,0,0,0
"13599",106751,"2277481943","0001-0220-2277-200-214368","cao",2014-02-10,NA,2014-02-26,2014-03-11,"joes lawnmower shop",989.45,9,29,2014 Q1,0,1,0,1,0,0,0,0
"13600",106752,"4041481986","0001-0400-4041-200-212600","treasury",2014-01-31,NA,2014-02-28,2014-03-11,"Loomis Fargo & Co.",628.82,7,39,2014 Q1,1,0,0,0,1,0,0,0
"13601",106753,"3873481346","0001-0380-3873-200-213110","youth study center",2013-12-11,NA,2014-02-26,2014-03-11,"Southern Foods Group LP DBA: Browns Dairy",1865.86,9,90,2014 Q1,0,1,0,0,0,1,0,0
"13602",106754,"2521413743","0001-0250-2521-200-213130","nofd",2014-02-24,NA,2014-02-28,2014-03-11,"Friends of The New Orleans Fire Department",28.42,7,15,2014 Q1,1,0,0,1,0,0,0,0
"13603",106755,"2298481315","0001-0220-2298-200-213210","emd",2014-02-27,NA,2014-03-06,2014-03-11,"Petroleum Traders Corporation",24901.64,4,12,2014 Q1,1,0,0,1,0,0,0,0
"13604",106756,"5001480932","0001-0500-5002-200-212150","public works",2014-03-03,NA,2014-03-05,2014-03-11,"Shyrl Patterson Bagneris, Esq.",1672.5,5,8,2014 Q1,1,0,0,1,0,0,0,0
"13605",106757,"5001480941","0001-0500-5002-200-212150","public works",2014-03-03,NA,2014-03-05,2014-03-11,"Melvin N. Cade, Attorney at Law",3877.5,5,8,2014 Q1,1,0,0,1,0,0,0,0
"13606",106758,"5001480946","0001-0500-5002-200-212150","public works",2014-03-03,NA,2014-03-05,2014-03-11,"Kara Williams",3585,5,8,2014 Q1,1,0,0,1,0,0,0,0
"13607",106759,"3878481689","0001-0380-3873-200-213180","youth study center",2014-02-21,NA,2014-02-27,2014-03-11,"A&L Sales, Inc.",843.14,8,18,2014 Q1,0,1,0,1,0,0,0,0
"13608",106760,"2010481543","0001-0200-2010-200-212600","council",2014-01-31,NA,2014-02-20,2014-03-11,"Uptown Carwash & X-Press Lube",282.83,13,39,2014 Q1,0,1,0,0,1,0,0,0
"13609",106761,"2740375095","0001-0270-2740-200-213250","police",2013-08-13,NA,2014-03-06,2014-03-11,"ID Wholesaler",369.32,4,210,2014 Q1,1,0,0,0,0,0,0,1
"13610",106763,"4511480809","0001-0450-4511-200-212160","property mgmt",2014-03-01,NA,2014-03-05,2014-03-11,"University of New Orleans Research & Technology Foundation",64550.97,5,10,2014 Q1,1,0,0,1,0,0,0,0
"13611",106764,"7240481823","0001-0210-2101-200-212170","mayor's office - core",2014-02-04,NA,2014-02-26,2014-03-11,"Event Rental",884,9,35,2014 Q1,0,1,0,0,1,0,0,0
"13612",106765,"2178481185","0139-0210-2178-200-212157","mayor's office - other",2014-02-20,NA,2014-03-03,2014-03-11,"Angel Adams Parham",475,6,19,2014 Q1,1,0,0,1,0,0,0,0
"13613",106767,"2178481125","0139-0210-2178-200-212157","mayor's office - other",2014-02-23,NA,2014-02-26,2014-03-11,"Dr. Frank Martin",567,9,16,2014 Q1,0,1,0,1,0,0,0,0
"13614",106768,"6850481883","0001-0685-6850-200-213130","mtcb",2014-02-26,NA,2014-03-06,2014-03-11,"Aviall Services",107.68,4,13,2014 Q1,1,0,0,1,0,0,0,0
"13615",106769,"7101480326","0001-0710-7101-200-212160","oig",2014-02-25,NA,2014-02-27,2014-03-11,"Federal Reserve Bank",14699.32,8,14,2014 Q1,0,1,0,1,0,0,0,0
"13616",106770,"4031481009","0001-0400-4031-200-212140","revenue",2014-02-24,NA,2014-03-05,2014-03-11,"ABBOTT ENTERPRISES, LLC D",635.44,5,15,2014 Q1,1,0,0,1,0,0,0,0
"13617",106771,"3873481924","0001-0380-3873-200-213110","youth study center",2014-02-26,NA,2014-02-21,2014-03-11,"Sysco Food Services of New Orleans, LLC",330.34,12,13,2014 Q1,0,1,0,1,0,0,0,0
"13618",106772,"2702413698","0001-0270-2740-200-212130","police",2014-02-07,NA,2014-03-10,2014-03-11,"Pitney Bowes Postage By phone",10000,2,32,2014 Q1,1,0,0,0,1,0,0,0
"13619",106773,"4801481912","0001-0480-4801-200-212150","civil service",2014-02-17,NA,2014-02-28,2014-03-11,"Kevin Wildes",50,7,22,2014 Q1,1,0,0,1,0,0,0,0
"13620",106774,"4051481903","0001-0400-4051-200-212050","purchasing",2014-02-12,NA,2014-03-07,2014-03-11,"LOUISIANA CHAPTER NIGP",665,3,27,2014 Q1,1,0,0,1,0,0,0,0
"13621",106775,"6301482077","0691-0630-6301-200-213010","library",2014-02-18,NA,2014-03-03,2014-03-11,"OverDrive, Inc",569.92,6,21,2014 Q1,1,0,0,1,0,0,0,0
"13622",106776,"6850481885","0001-0685-6850-200-214356","mtcb",2014-02-10,NA,2014-02-28,2014-03-11,"Verizon Wireless",2043.2,7,29,2014 Q1,1,0,0,1,0,0,0,0
"13623",106777,"4041481006","0001-0400-4041-200-212185","treasury",2014-03-01,NA,2014-03-10,2014-03-11,"Sprint Nextel Corp",225.43,2,10,2014 Q1,1,0,0,1,0,0,0,0
"13624",106778,"2740481960","0001-0270-2740-200-212060","police",2014-02-28,NA,2014-03-06,2014-03-11,"Delgado Community College",30,4,11,2014 Q1,1,0,0,1,0,0,0,0
"13625",106779,"7001482074","0001-0700-7001-200-212150","nordc",2014-02-06,NA,2014-03-03,2014-03-11,"Concentra Medical Centers",144,6,33,2014 Q1,1,0,0,0,1,0,0,0
"13626",106780,"7821413706","0375-0210-2136-200-212160","mayor's office - other",2014-01-24,NA,2014-03-07,2014-03-11,"Carroll Morton",80,3,46,2014 Q1,1,0,0,0,1,0,0,0
"13627",106781,"2740413753","0001-0270-2740-200-212040","police",2014-02-13,NA,2014-03-06,2014-03-11,"Kirk Bouyelas",58,4,26,2014 Q1,1,0,0,1,0,0,0,0
"13628",106782,"2101481142","0001-0210-2101-200-212170","mayor's office - core",2014-01-20,NA,2014-02-27,2014-03-11,"The Sound Source",950,8,50,2014 Q1,0,1,0,0,1,0,0,0
"13629",106783,"2740371719","0001-0270-2740-200-212150","police",2014-03-03,NA,2014-03-06,2014-03-11,"Remi Braden",7583.26,4,8,2014 Q1,1,0,0,1,0,0,0,0
"13630",106784,"2740481534","0001-0270-2740-200-214356","police",2014-02-27,NA,2014-03-06,2014-03-11,"Evident Inc",2081.25,4,12,2014 Q1,1,0,0,1,0,0,0,0
"13631",106785,"2215413766","0001-0220-2215-200-212600","cao",2014-02-24,NA,2014-03-10,2014-03-11,"Andrew D Kopplin",9,2,15,2014 Q1,1,0,0,1,0,0,0,0
"13632",106786,"2115481910","0001-0210-2115-200-213110","mayor's office - core",2014-02-12,NA,2014-02-26,2014-03-11,"Rouses Enterprises, LLC",218.87,9,27,2014 Q1,0,1,0,1,0,0,0,0
"13633",106787,"2740482188","0001-0270-2740-200-212150","police",2014-03-01,NA,2014-03-07,2014-03-11,"Daniel V. Cazenave, LLC",5416.66,3,10,2014 Q1,1,0,0,1,0,0,0,0
"13634",106788,"4511480804","0001-0450-4511-200-212150","property mgmt",2014-02-28,NA,2014-03-05,2014-03-11,"pride industries",64310.88,5,11,2014 Q1,1,0,0,1,0,0,0,0
"13635",106789,"5001480951","0001-0500-5002-200-212150","public works",2014-03-03,NA,2014-03-05,2014-03-11,"Lee Phillips",4845,5,8,2014 Q1,1,0,0,1,0,0,0,0
"13636",106790,"4031481781","0001-0400-4031-200-212185","revenue",2014-02-11,NA,2014-02-26,2014-03-11,"Taylor-Seidenbach, Inc.",38.35,9,28,2014 Q1,0,1,0,1,0,0,0,0
"13637",106791,"7823373232","0138-0782-7823-200-212150","ocd",2013-12-31,NA,2014-03-06,2014-03-11,"Advocacy Center",14041.57,4,70,2014 Q1,1,0,0,0,0,1,0,0
"13638",106793,"6301481859","0691-0630-6301-200-212185","library",2014-02-03,NA,2014-02-28,2014-03-11,"Beep-Me Plumbing Heating & Air",998,7,36,2014 Q1,1,0,0,0,1,0,0,0
"13639",106794,"4801481916","0001-0480-4801-200-212150","civil service",2014-02-17,NA,2014-02-28,2014-03-11,"Ronald P Mcclain",50,7,22,2014 Q1,1,0,0,1,0,0,0,0
"13640",106795,"5001480944","0001-0500-5002-200-212150","public works",2014-03-03,NA,2014-03-05,2014-03-11,"Law office of Errol B. Conley",3270,5,8,2014 Q1,1,0,0,1,0,0,0,0
"13641",106796,"5001480940","0001-0500-5002-200-212150","public works",2014-03-03,NA,2014-03-05,2014-03-11,"Ramona D. Washington ESQ",3975,5,8,2014 Q1,1,0,0,1,0,0,0,0
"13642",106797,"6251482026","0203-0620-6251-200-212185","parks & parkways",2014-02-10,NA,2014-03-03,2014-03-11,"dash chemical inc.",356,6,29,2014 Q1,1,0,0,1,0,0,0,0
"13643",106798,"6301481923","0691-0630-6301-200-213250","library",2014-02-21,NA,2014-02-28,2014-03-11,"Sterling Computer Products",159,7,18,2014 Q1,1,0,0,1,0,0,0,0
"13644",106799,"7613481900","0242-0750-7613-200-212150","ocd",2014-02-07,NA,2014-02-27,2014-03-11,"FEMA Law Associates, PLLC",13479.38,8,32,2014 Q1,0,1,0,0,1,0,0,0
"13645",106800,"6251482069","0203-0620-6251-200-213130","parks & parkways",2014-02-18,NA,2014-03-03,2014-03-11,"Flurry's Turf Supply, LLC",803.11,6,21,2014 Q1,1,0,0,1,0,0,0,0
"13646",106801,"2740413750","0001-0270-2740-200-212040","police",2014-02-17,NA,2014-03-06,2014-03-11,"Darryl Albert",58,4,22,2014 Q1,1,0,0,1,0,0,0,0
"13647",106802,"2285480943","0001-0220-2285-200-212170","capital projects",2014-02-01,NA,2014-02-18,2014-03-11,"Canon Solutions America Inc",53,15,38,2014 Q1,0,0,1,0,1,0,0,0
"13648",106803,"6251480847","0203-0620-6251-200-212170","parks & parkways",2014-02-07,NA,2014-03-03,2014-03-11,"Beard Equipment Company",10936.77,6,32,2014 Q1,1,0,0,0,1,0,0,0
"13649",106804,"7821480497","0242-0750-7613-200-212160","ocd",2014-03-01,NA,2014-03-06,2014-03-11,"Orleans Tower LLC",576.56,4,10,2014 Q1,1,0,0,1,0,0,0,0
"13650",106805,"6850481887","0001-0685-6850-200-213250","mtcb",2014-01-18,NA,2014-02-28,2014-03-11,"Sam's Club Discover",279.09,7,52,2014 Q1,1,0,0,0,1,0,0,0
"13651",106806,"3879481935","0001-0380-3873-200-212151","youth study center",2014-01-31,NA,2014-02-27,2014-03-11,"Elba Medical Dist. Inc.",230.13,8,39,2014 Q1,0,1,0,0,1,0,0,0
"13652",106807,"7002480613","0001-0700-7002-200-212600","nordc",2014-01-18,NA,2014-02-25,2014-03-11,"F Wells Transportation LLC",160,10,52,2014 Q1,0,1,0,0,1,0,0,0
"13653",106808,"2115481991","0001-0210-2115-200-212150","mayor's office - core",2014-01-05,NA,2014-02-27,2014-03-11,"Derick Hingle Photography",281.25,8,65,2014 Q1,0,1,0,0,0,1,0,0
"13654",106809,"2115481920","0001-0210-2115-200-212150","mayor's office - core",2014-02-15,NA,2014-02-26,2014-03-11,"Billiot Photography and Video",200,9,24,2014 Q1,0,1,0,1,0,0,0,0
"13655",106810,"4801481913","0001-0480-4801-200-212150","civil service",2014-02-17,NA,2014-02-28,2014-03-11,"Edward Paul Cohn",50,7,22,2014 Q1,1,0,0,1,0,0,0,0
"13656",106811,"2115481941","0001-0210-2115-200-212150","mayor's office - core",2013-12-09,NA,2014-02-26,2014-03-11,"Laura Rockett Photography LLC",375,9,92,2014 Q1,0,1,0,0,0,0,1,0
"13657",106812,"2310481983","0001-0230-2310-200-212158","law",2014-02-07,NA,2014-03-05,2014-03-11,"Henderson Legal Services, Inc.",461,5,32,2014 Q1,1,0,0,0,1,0,0,0
"13658",106813,"2310481682","0001-0230-2310-200-212140","law",2013-08-09,NA,2014-02-20,2014-03-11,"The Orthopaedic Group, P.C.",38,13,214,2014 Q1,0,1,0,0,0,0,0,1
"13659",106814,"7240481717","0001-0700-7240-200-212600","special events",2014-02-14,NA,2014-02-26,2014-03-11,"Stooges Music Group",600,9,25,2014 Q1,0,1,0,1,0,0,0,0
"13660",106815,"2017482172","0001-0200-2017-200-212150","council",2014-02-15,NA,2014-03-07,2014-03-11,"Fukayna Scott",555.26,3,24,2014 Q1,1,0,0,1,0,0,0,0
"13661",106838,"8910482075","0200-0900-8910-200-212240","aviation",2014-02-19,NA,2014-03-10,2014-03-13,"Entergy New Orleans, Inc",202096.96,4,22,2014 Q1,1,0,0,1,0,0,0,0
"13662",106839,"8910482075","0200-0900-8910-200-212240","aviation",2014-02-14,NA,2014-03-10,2014-03-13,"Entergy New Orleans, Inc",27066.91,4,27,2014 Q1,1,0,0,1,0,0,0,0
"13663",106840,"8910482075","0200-0900-8910-200-212240","aviation",2014-02-11,NA,2014-03-10,2014-03-13,"Entergy New Orleans, Inc",8298.77,4,30,2014 Q1,1,0,0,1,0,0,0,0
"13664",106841,"8910482075","0200-0900-8910-200-212240","aviation",2014-01-16,NA,2014-03-10,2014-03-13,"Entergy New Orleans, Inc",200288.92,4,56,2014 Q1,1,0,0,0,1,0,0,0
"13665",106842,"2297480711","0001-0220-2297-200-214356","emd",2014-03-02,NA,2014-03-10,2014-03-13,"Nextel Communications",1034.12,4,11,2014 Q1,1,0,0,1,0,0,0,0
"13666",106843,"3001481785","0001-0300-3001-200-212172","sanitation",2014-01-30,NA,2014-03-12,2014-03-13,"Nextel Communications",857.46,2,42,2014 Q1,1,0,0,0,1,0,0,0
"13667",106844,"2282480793","0001-0850-8503-200-212220","sheriff",2014-03-01,NA,2014-03-11,2014-03-13,"Orleans Parish Sheriff's Office",133333.33,3,12,2014 Q1,1,0,0,1,0,0,0,0
"13668",106846,"8910482186","0200-0900-8910-200-212185","aviation",2014-02-11,NA,2014-03-12,2014-03-13,"Oxford Airport Technical Services",22805.68,2,30,2014 Q1,1,0,0,1,0,0,0,0
"13669",106847,"8910482186","0200-0900-8910-200-212185","aviation",2013-11-26,NA,2014-03-11,2014-03-13,"Oxford Airport Technical Services",45944.03,3,107,2014 Q1,1,0,0,0,0,0,1,0
"13670",106848,"8910482182","0200-0900-8910-200-212185","aviation",2014-01-31,NA,2014-03-11,2014-03-13,"River Parish Disposal Inc",11419,3,41,2014 Q1,1,0,0,0,1,0,0,0
"13671",106849,"8910482189","0200-0900-8910-200-212185","aviation",2014-01-17,NA,2014-03-11,2014-03-13,"Schindler Elevator Corporation",9981.5,3,55,2014 Q1,1,0,0,0,1,0,0,0
"13672",106850,"8910482134","0200-0900-8910-200-212240","aviation",2014-02-10,NA,2014-03-10,2014-03-13,"Sewerage & Water Board of New Orleans",632.38,4,31,2014 Q1,1,0,0,0,1,0,0,0
"13673",106851,"8910482181","0200-0900-8910-200-212185","aviation",2014-01-31,NA,2014-03-11,2014-03-13,"SimplexGrinnell LP",31880.84,3,41,2014 Q1,1,0,0,0,1,0,0,0
"13674",106852,"4011481163","0001-0400-4011-200-212172","accounting",2014-03-01,NA,2014-03-12,2014-03-13,"Sprint Nextel Corp",723.11,2,12,2014 Q1,1,0,0,1,0,0,0,0
"13675",106853,"6221482185","0001-0620-6221-200-214356","parks & parkways",2014-03-02,NA,2014-03-07,2014-03-13,"Sprint Nextel Corp",2469.24,5,11,2014 Q1,1,0,0,1,0,0,0,0
"13676",106854,"6701482228","0001-0670-6701-200-212172","cpc",2014-03-02,NA,2014-03-11,2014-03-13,"Sprint Nextel Corp",388.95,3,11,2014 Q1,1,0,0,1,0,0,0,0
"13677",106855,"2215480304","0001-0220-2215-200-212172","cao",2014-03-01,NA,2014-03-11,2014-03-13,"Sprint Together with NEXTEL",1584.33,3,12,2014 Q1,1,0,0,1,0,0,0,0
"13678",106856,"3611480362","0001-0360-3611-200-212173","health",2014-03-01,NA,2014-03-07,2014-03-13,"Sprint Together with NEXTEL",1575.04,5,12,2014 Q1,1,0,0,1,0,0,0,0
"13679",106857,"3871481691","0001-0380-3873-200-212173","youth study center",2014-03-01,NA,2014-03-06,2014-03-13,"Sprint Together with NEXTEL",220.65,6,12,2014 Q1,1,0,0,1,0,0,0,0
"13680",106858,"7120481558","0001-0700-7120-200-212172","consent decree",2014-03-01,NA,2014-03-10,2014-03-13,"Sprint Together with NEXTEL",572.05,4,12,2014 Q1,1,0,0,1,0,0,0,0
"13681",106859,"7120481558","0001-0700-7120-200-212172","consent decree",2014-01-29,NA,2014-03-10,2014-03-13,"Sprint Together with NEXTEL",572.05,4,43,2014 Q1,1,0,0,0,1,0,0,0
